time_s,program_bits,population,alphabet_size,holdout_len,nesting_depth
12.053,15.61,S4,3,125,
11.431,22.48,S4,3,125,
16.893,17.86,S4,3,125,
16.274,24.73,S4,3,125,
211.894,83.73,S4,3,125,4
16.846,17.86,S4,3,125,
11.559,28.84,S4,3,125,
10.087,15.03,S4,3,125,
207.268,64.81,S4,3,125,3
11.217,22.48,S4,3,125,
10.206,13.45,S4,3,125,
10.196,13.45,S4,3,125,
42.957,26.03,S4,3,125,
11.809,28.84,S4,3,125,
10.092,15.03,S4,3,125,
43.025,20.43,S4,3,125,
10.230,13.45,S4,3,125,
10.242,13.45,S4,3,125,
11.884,28.84,S4,3,125,
10.086,15.03,S4,3,125,
11.765,22.48,S4,3,125,
10.211,13.45,S4,3,125,
42.032,42.26,S4,3,125,
211.870,83.73,S4,3,125,4
12.193,28.84,S4,3,125,
10.087,15.03,S4,3,125,
43.420,20.43,S4,3,125,
11.559,22.48,S4,3,125,
43.920,33.90,S4,3,125,
16.357,17.86,S4,3,125,
16.663,31.09,S4,3,125,
42.403,26.03,S4,3,125,
11.704,28.84,S4,3,125,
10.086,15.03,S4,3,125,
41.488,22.07,S4,3,125,
16.239,33.98,S4,3,125,
17.632,17.86,S4,3,125,
16.561,31.09,S4,3,125,
421.820,64.81,S4,3,125,3
13.148,15.61,S4,3,125,
11.839,28.84,S4,3,125,
10.086,15.03,S4,3,125,
11.732,22.48,S4,3,125,
16.562,17.86,S4,3,125,
16.614,31.09,S4,3,125,
212.825,83.73,S4,3,125,4
17.256,17.86,S4,3,125,
11.568,28.84,S4,3,125,
10.089,15.03,S4,3,125,
11.702,15.61,S4,3,125,
11.627,22.48,S4,3,125,
21.340,15.70,S4,3,125,
16.309,17.86,S4,3,125,
16.453,24.73,S4,3,125,
12.024,22.48,S4,3,125,
11.779,28.84,S4,3,125,
10.086,15.03,S4,3,125,
11.785,15.61,S4,3,125,
13.051,46.78,S4,3,125,
16.598,17.86,S4,3,125,
16.500,24.73,S4,3,125,
11.578,22.48,S4,3,125,
42.872,37.77,S4,3,125,
11.595,28.84,S4,3,125,
10.087,15.03,S4,3,125,
11.681,22.48,S4,3,125,
428.368,80.56,S4,3,125,4
16.514,17.86,S4,3,125,
16.186,24.73,S4,3,125,
11.658,22.48,S4,3,125,
11.850,28.84,S4,3,125,
10.086,15.03,S4,3,125,
208.664,64.81,S4,3,125,3
11.534,22.48,S4,3,125,
10.197,13.45,S4,3,125,
10.203,13.45,S4,3,125,
10.200,13.45,S4,3,125,
12.088,22.48,S4,3,125,
11.637,28.84,S4,3,125,
10.086,15.03,S4,3,125,
41.469,20.43,S4,3,125,
10.201,13.45,S4,3,125,
10.209,13.45,S4,3,125,
10.256,13.45,S4,3,125,
11.880,22.48,S4,3,125,
43.286,28.93,S4,3,125,
11.209,28.84,S4,3,125,
10.087,15.03,S4,3,125,
11.591,22.48,S4,3,125,
10.206,13.45,S4,3,125,
10.219,13.45,S4,3,125,
10.206,13.45,S4,3,125,
11.360,22.48,S4,3,125,
11.694,28.84,S4,3,125,
10.088,15.03,S4,3,125,
42.536,20.43,S4,3,125,
11.526,22.48,S4,3,125,
16.292,24.73,S4,3,125,
16.684,17.86,S4,3,125,
12.943,22.48,S4,3,125,
43.000,35.55,S4,3,125,
11.422,28.84,S4,3,125,
10.085,15.03,S4,3,125,
16.700,17.86,S4,3,125,
211.706,63.81,S4,3,125,3
12.102,22.48,S4,3,125,
43.302,21.35,S4,3,125,
12.773,28.84,S4,3,125,
10.090,15.03,S4,3,125,
12.809,22.48,S4,3,125,
43.456,33.90,S4,3,125,
17.237,17.86,S4,3,125,
17.192,40.34,S4,3,125,
12.118,22.48,S4,3,125,
12.211,28.84,S4,3,125,
10.099,15.03,S4,3,125,
12.591,15.61,S4,3,125,
12.428,22.48,S4,3,125,
22.528,15.70,S4,3,125,
16.827,17.86,S4,3,125,
41.945,19.20,S4,3,125,
12.680,28.84,S4,3,125,
10.086,15.03,S4,3,125,
11.564,15.61,S4,3,125,
12.644,46.78,S4,3,125,
16.541,17.86,S4,3,125,
11.685,28.84,S4,3,125,
10.084,15.03,S4,3,125,
16.605,17.86,S4,3,125,
285.979,101.72,S4,3,125,5
13.562,28.84,S4,3,125,
10.086,15.03,S4,3,125,
211.987,64.81,S4,3,125,3
42.806,43.91,S4,3,125,
10.199,13.45,S4,3,125,
10.216,13.45,S4,3,125,
10.199,13.45,S4,3,125,
13.244,28.84,S4,3,125,
10.085,15.03,S4,3,125,
42.585,20.43,S4,3,125,
16.417,24.73,S4,3,125,
10.206,13.45,S4,3,125,
10.211,13.45,S4,3,125,
10.205,13.45,S4,3,125,
16.801,24.73,S4,3,125,
16.969,24.73,S4,3,125,
11.445,28.84,S4,3,125,
10.089,15.03,S4,3,125,
41.951,26.06,S4,3,125,
10.221,13.45,S4,3,125,
10.209,13.45,S4,3,125,
10.212,13.45,S4,3,125,
16.887,40.34,S4,3,125,
12.108,28.84,S4,3,125,
11.558,28.84,S4,3,125,
10.095,15.03,S4,3,125,
42.803,20.43,S4,3,125,
273.669,101.72,S4,3,125,5
18.141,17.86,S4,3,125,
42.560,28.21,S4,3,125,
16.735,28.84,S4,3,125,
10.091,15.03,S4,3,125,
17.336,17.86,S4,3,125,
12.725,28.84,S4,3,125,
10.089,15.03,S4,3,125,
17.455,17.86,S4,3,125,
16.641,17.86,S4,3,125,
14.105,28.84,S4,3,125,
12.087,28.84,S4,3,125,
10.087,15.03,S4,3,125,
12.067,15.61,S4,3,125,
11.965,22.48,S4,3,125,
22.569,15.70,S4,3,125,
16.442,17.86,S4,3,125,
43.129,26.03,S4,3,125,
12.460,28.84,S4,3,125,
10.085,15.03,S4,3,125,
11.580,15.61,S4,3,125,
13.014,46.78,S4,3,125,
16.534,17.86,S4,3,125,
11.002,28.84,S4,3,125,
10.084,15.03,S4,3,125,
11.994,22.48,S4,3,125,
17.291,17.86,S4,3,125,
212.681,83.73,S4,3,125,4
20.637,28.84,S4,3,125,
10.161,15.03,S4,3,125,
221.201,82.15,S4,3,125,4
12.721,22.48,S4,3,125,
10.240,13.45,S4,3,125,
10.227,13.45,S4,3,125,
10.244,13.45,S4,3,125,
44.985,26.03,S4,3,125,
13.951,28.84,S4,3,125,
10.102,15.03,S4,3,125,
42.633,20.43,S4,3,125,
44.513,33.90,S4,3,125,
10.214,13.45,S4,3,125,
10.208,13.45,S4,3,125,
10.221,13.45,S4,3,125,
18.110,24.73,S4,3,125,
13.305,28.84,S4,3,125,
10.087,15.03,S4,3,125,
14.006,22.48,S4,3,125,
10.216,13.45,S4,3,125,
10.370,13.45,S4,3,125,
10.221,13.45,S4,3,125,
213.207,83.73,S4,3,125,4
284.945,75.30,S4,3,125,
14.259,28.84,S4,3,125,
10.113,15.03,S4,3,125,
43.625,20.43,S4,3,125,
17.351,22.48,S4,3,125,
21.013,17.86,S4,3,125,
44.377,48.13,S4,3,125,
45.153,26.03,S4,3,125,
47.294,33.90,S4,3,125,
13.537,28.84,S4,3,125,
10.096,15.03,S4,3,125,
21.079,17.86,S4,3,125,
13.857,28.84,S4,3,125,
10.098,15.03,S4,3,125,
13.209,22.48,S4,3,125,
288.732,101.72,S4,3,125,5
16.823,17.86,S4,3,125,
215.253,83.73,S4,3,125,4
13.209,28.84,S4,3,125,
12.084,28.84,S4,3,125,
10.085,15.03,S4,3,125,
12.440,15.61,S4,3,125,
12.095,22.48,S4,3,125,
21.418,15.70,S4,3,125,
16.659,17.86,S4,3,125,
18.123,24.73,S4,3,125,
13.850,22.48,S4,3,125,
17.649,40.34,S4,3,125,
11.520,28.84,S4,3,125,
10.087,15.03,S4,3,125,
13.059,15.61,S4,3,125,
14.479,46.78,S4,3,125,
17.169,17.86,S4,3,125,
17.311,24.73,S4,3,125,
11.780,22.48,S4,3,125,
44.778,34.09,S4,3,125,
12.983,28.84,S4,3,125,
10.092,15.03,S4,3,125,
43.724,39.77,S4,3,125,
12.564,22.48,S4,3,125,
423.362,80.56,S4,3,125,4
17.547,17.86,S4,3,125,
16.533,24.73,S4,3,125,
12.534,22.48,S4,3,125,
43.403,44.91,S4,3,125,
12.777,28.84,S4,3,125,
10.084,15.03,S4,3,125,
209.791,82.15,S4,3,125,4
13.549,22.48,S4,3,125,
10.210,13.45,S4,3,125,
10.213,13.45,S4,3,125,
10.209,13.45,S4,3,125,
19.284,22.48,S4,3,125,
21.782,28.84,S4,3,125,
10.152,15.03,S4,3,125,
50.435,20.43,S4,3,125,
10.342,13.45,S4,3,125,
10.351,13.45,S4,3,125,
10.340,13.45,S4,3,125,
18.794,22.48,S4,3,125,
26.680,39.34,S4,3,125,
18.323,28.84,S4,3,125,
10.151,15.03,S4,3,125,
18.989,22.48,S4,3,125,
10.346,13.45,S4,3,125,
10.343,13.45,S4,3,125,
19.023,22.48,S4,3,125,
18.847,28.84,S4,3,125,
10.146,15.03,S4,3,125,
49.901,20.43,S4,3,125,
19.503,22.48,S4,3,125,
27.768,24.73,S4,3,125,
29.982,17.86,S4,3,125,
29.554,31.09,S4,3,125,
19.977,22.48,S4,3,125,
48.246,20.43,S4,3,125,
19.253,28.84,S4,3,125,
10.145,15.03,S4,3,125,
26.337,17.86,S4,3,125,
18.240,22.48,S4,3,125,
48.805,20.43,S4,3,125,
18.424,28.84,S4,3,125,
10.146,15.03,S4,3,125,
18.446,22.48,S4,3,125,
28.168,24.73,S4,3,125,
27.036,17.86,S4,3,125,
49.187,43.91,S4,3,125,
18.290,22.48,S4,3,125,
18.631,28.84,S4,3,125,
10.149,15.03,S4,3,125,
18.521,15.61,S4,3,125,
18.666,22.48,S4,3,125,
36.297,15.70,S4,3,125,
27.907,17.86,S4,3,125,
52.171,19.20,S4,3,125,
33.018,28.84,S4,3,125,
10.191,15.03,S4,3,125,
24.674,15.61,S4,3,125,
40.759,46.78,S4,3,125,
54.336,17.86,S4,3,125,
19.045,28.84,S4,3,125,
10.147,15.03,S4,3,125,
13.267,18.37,S4,3,125,
19.386,17.86,S4,3,125,
23.446,28.84,S4,3,125,
10.165,15.03,S4,3,125,
226.572,82.15,S4,3,125,4
53.718,43.91,S4,3,125,
10.335,13.45,S4,3,125,
10.332,13.45,S4,3,125,
10.295,13.45,S4,3,125,
18.934,24.73,S4,3,125,
14.302,28.84,S4,3,125,
10.096,15.03,S4,3,125,
43.352,20.43,S4,3,125,
17.021,24.73,S4,3,125,
10.197,13.45,S4,3,125,
10.200,13.45,S4,3,125,
10.206,13.45,S4,3,125,
18.241,24.73,S4,3,125,
20.510,24.73,S4,3,125,
13.617,28.84,S4,3,125,
10.134,15.03,S4,3,125,
18.332,41.34,S4,3,125,
42.407,20.43,S4,3,125,
10.215,13.45,S4,3,125,
10.227,13.45,S4,3,125,
17.036,40.34,S4,3,125,
17.032,24.73,S4,3,125,
12.820,28.84,S4,3,125,
10.098,15.03,S4,3,125,
43.797,20.43,S4,3,125,
214.909,82.15,S4,3,125,4
17.247,17.86,S4,3,125,
57.760,28.21,S4,3,125,
16.345,28.84,S4,3,125,
10.110,15.03,S4,3,125,
43.770,20.43,S4,3,125,
16.615,17.86,S4,3,125,
12.250,28.84,S4,3,125,
10.087,15.03,S4,3,125,
42.545,17.86,S4,3,125,
12.666,28.84,S4,3,125,
10.101,15.03,S4,3,125,
15.490,15.61,S4,3,125,
13.039,22.48,S4,3,125,
24.422,15.70,S4,3,125,
20.937,17.86,S4,3,125,
19.537,24.73,S4,3,125,
45.309,26.03,S4,3,125,
46.006,28.84,S4,3,125,
10.176,15.03,S4,3,125,
18.464,15.61,S4,3,125,
19.975,46.78,S4,3,125,
23.914,17.86,S4,3,125,
15.410,28.84,S4,3,125,
10.116,15.03,S4,3,125,
43.533,22.48,S4,3,125,
55.633,17.86,S4,3,125,
36.551,24.73,S4,3,125,
228.999,83.73,S4,3,125,4
16.156,28.84,S4,3,125,
10.149,15.03,S4,3,125,
218.444,82.15,S4,3,125,4
16.440,22.48,S4,3,125,
11.241,13.45,S4,3,125,
10.415,13.45,S4,3,125,
45.974,32.43,S4,3,125,
52.765,26.03,S4,3,125,
17.010,28.84,S4,3,125,
10.134,15.03,S4,3,125,
44.421,20.43,S4,3,125,
10.450,13.45,S4,3,125,
10.227,13.45,S4,3,125,
11.944,28.84,S4,3,125,
10.087,15.03,S4,3,125,
11.781,22.48,S4,3,125,
10.213,13.45,S4,3,125,
41.516,32.43,S4,3,125,
213.760,83.73,S4,3,125,4
291.580,99.72,S4,3,125,5
11.367,28.84,S4,3,125,
10.090,15.03,S4,3,125,
42.707,20.43,S4,3,125,
11.650,22.48,S4,3,125,
42.481,33.90,S4,3,125,
16.788,17.86,S4,3,125,
16.230,31.09,S4,3,125,
43.450,26.03,S4,3,125,
12.111,28.84,S4,3,125,
10.087,15.03,S4,3,125,
16.708,17.86,S4,3,125,
16.332,32.98,S4,3,125,
437.163,82.15,S4,3,125,4
11.865,28.84,S4,3,125,
10.091,15.03,S4,3,125,
437.130,82.15,S4,3,125,4
11.730,22.48,S4,3,125,
293.242,101.72,S4,3,125,5
17.003,17.86,S4,3,125,
17.103,31.09,S4,3,125,
212.292,83.73,S4,3,125,4
436.902,82.15,S4,3,125,4
11.618,28.84,S4,3,125,
10.085,15.03,S4,3,125,
12.256,15.61,S4,3,125,
41.733,27.30,S4,3,125,
22.089,15.70,S4,3,125,
16.360,17.86,S4,3,125,
16.093,34.09,S4,3,125,
12.295,15.61,S4,3,125,
12.242,15.61,S4,3,125,
16.834,24.73,S4,3,125,
10.085,15.03,S4,3,125,
11.941,15.61,S4,3,125,
12.658,46.78,S4,3,125,
17.551,17.86,S4,3,125,
16.149,34.09,S4,3,125,
43.958,26.06,S4,3,125,
12.112,15.61,S4,3,125,
16.130,24.73,S4,3,125,
10.086,15.03,S4,3,125,
11.602,15.61,S4,3,125,
11.679,19.19,S4,3,125,
17.372,17.86,S4,3,125,
42.444,28.93,S4,3,125,
271.897,101.72,S4,3,125,5
11.793,15.61,S4,3,125,
15.970,24.73,S4,3,125,
10.090,15.03,S4,3,125,
207.022,64.81,S4,3,125,3
10.228,13.45,S4,3,125,
10.218,13.45,S4,3,125,
10.205,13.45,S4,3,125,
12.833,15.61,S4,3,125,
17.390,17.86,S4,3,125,
10.090,15.03,S4,3,125,
42.339,20.43,S4,3,125,
16.564,41.34,S4,3,125,
10.206,13.45,S4,3,125,
10.200,13.45,S4,3,125,
10.205,13.45,S4,3,125,
43.430,26.06,S4,3,125,
17.533,17.86,S4,3,125,
10.093,15.03,S4,3,125,
10.244,13.45,S4,3,125,
41.673,26.06,S4,3,125,
224.500,83.73,S4,3,125,4
18.150,17.86,S4,3,125,
10.086,15.03,S4,3,125,
274.779,101.72,S4,3,125,5
16.534,24.73,S4,3,125,
17.449,17.86,S4,3,125,
13.049,15.61,S4,3,125,
13.093,15.61,S4,3,125,
10.098,15.03,S4,3,125,
16.742,17.86,S4,3,125,
43.058,26.06,S4,3,125,
12.181,15.61,S4,3,125,
10.085,15.03,S4,3,125,
43.231,41.09,S4,3,125,
17.369,17.86,S4,3,125,
11.396,15.61,S4,3,125,
11.625,15.61,S4,3,125,
12.109,15.61,S4,3,125,
10.088,15.03,S4,3,125,
12.047,15.61,S4,3,125,
42.726,27.30,S4,3,125,
21.580,15.70,S4,3,125,
17.105,17.86,S4,3,125,
20.280,17.86,S4,3,125,
42.433,42.26,S4,3,125,
16.128,24.73,S4,3,125,
10.089,15.03,S4,3,125,
11.805,15.61,S4,3,125,
43.721,28.93,S4,3,125,
12.551,46.78,S4,3,125,
16.931,17.86,S4,3,125,
12.129,15.61,S4,3,125,
16.010,24.73,S4,3,125,
10.086,15.03,S4,3,125,
17.740,17.86,S4,3,125,
17.330,24.73,S4,3,125,
10.086,15.03,S4,3,125,
210.038,64.81,S4,3,125,3
428.932,63.81,S4,3,125,3
10.379,13.45,S4,3,125,
10.369,13.45,S4,3,125,
11.046,13.45,S4,3,125,
44.930,17.86,S4,3,125,
10.717,15.03,S4,3,125,
52.771,20.43,S4,3,125,
47.125,24.73,S4,3,125,
10.603,13.45,S4,3,125,
10.552,13.45,S4,3,125,
10.520,13.45,S4,3,125,
64.369,17.86,S4,3,125,
58.876,20.43,S4,3,125,
41.422,17.86,S4,3,125,
10.129,15.03,S4,3,125,
10.209,13.45,S4,3,125,
42.654,28.21,S4,3,125,
18.192,17.86,S4,3,125,
17.205,17.86,S4,3,125,
10.085,15.03,S4,3,125,
28.124,17.86,S4,3,125,
44.815,45.15,S4,3,125,
21.779,15.61,S4,3,125,
10.804,15.03,S4,3,125,
22.302,15.61,S4,3,125,
45.197,17.86,S4,3,125,
230.082,82.15,S4,3,125,4
20.751,15.61,S4,3,125,
21.428,15.61,S4,3,125,
19.197,15.61,S4,3,125,
10.152,15.03,S4,3,125,
27.380,17.86,S4,3,125,
20.279,15.61,S4,3,125,
19.453,15.61,S4,3,125,
19.257,15.61,S4,3,125,
10.163,15.03,S4,3,125,
20.457,15.61,S4,3,125,
44.484,15.70,S4,3,125,
28.506,17.86,S4,3,125,
28.819,17.86,S4,3,125,
27.842,24.73,S4,3,125,
10.147,15.03,S4,3,125,
18.773,15.61,S4,3,125,
21.438,46.78,S4,3,125,
28.316,17.86,S4,3,125,
26.385,24.73,S4,3,125,
10.145,15.03,S4,3,125,
18.922,19.19,S4,3,125,
27.469,17.86,S4,3,125,
34.425,24.73,S4,3,125,
10.175,15.03,S4,3,125,
228.245,82.15,S4,3,125,4
10.492,13.45,S4,3,125,
10.505,13.45,S4,3,125,
46.268,17.86,S4,3,125,
10.233,15.03,S4,3,125,
50.996,20.43,S4,3,125,
10.473,13.45,S4,3,125,
10.588,13.45,S4,3,125,
56.393,20.43,S4,3,125,
21.442,17.86,S4,3,125,
10.088,15.03,S4,3,125,
10.231,13.45,S4,3,125,
20.867,17.86,S4,3,125,
10.108,15.03,S4,3,125,
19.472,17.86,S4,3,125,
18.009,42.34,S4,3,125,
12.914,15.61,S4,3,125,
10.116,15.03,S4,3,125,
42.110,27.30,S4,3,125,
16.767,17.86,S4,3,125,
43.960,37.78,S4,3,125,
198.128,61.33,S4,3,125,
14.572,15.61,S4,3,125,
10.092,15.03,S4,3,125,
17.596,31.09,S4,3,125,
18.385,17.86,S4,3,125,
12.499,15.61,S4,3,125,
12.347,15.61,S4,3,125,
10.088,15.03,S4,3,125,
12.188,15.61,S4,3,125,
43.324,27.30,S4,3,125,
21.821,15.70,S4,3,125,
16.879,17.86,S4,3,125,
43.631,46.15,S4,3,125,
12.439,15.61,S4,3,125,
16.822,24.73,S4,3,125,
16.500,24.73,S4,3,125,
10.086,15.03,S4,3,125,
12.077,15.61,S4,3,125,
13.249,46.78,S4,3,125,
16.806,17.86,S4,3,125,
16.655,24.73,S4,3,125,
17.017,24.73,S4,3,125,
16.956,24.73,S4,3,125,
10.097,15.03,S4,3,125,
12.864,19.19,S4,3,125,
18.729,17.86,S4,3,125,
273.447,101.72,S4,3,125,5
18.350,24.73,S4,3,125,
10.087,15.03,S4,3,125,
211.214,64.81,S4,3,125,3
10.256,13.45,S4,3,125,
10.251,13.45,S4,3,125,
10.221,13.45,S4,3,125,
18.586,15.61,S4,3,125,
465.649,97.72,S4,3,125,5
29.861,17.86,S4,3,125,
10.147,15.03,S4,3,125,
48.306,20.43,S4,3,125,
39.990,41.34,S4,3,125,
10.347,13.45,S4,3,125,
10.460,13.45,S4,3,125,
10.817,13.45,S4,3,125,
50.085,35.90,S4,3,125,
29.538,17.86,S4,3,125,
28.720,17.86,S4,3,125,
10.157,15.03,S4,3,125,
10.490,13.45,S4,3,125,
10.330,13.45,S4,3,125,
10.254,13.45,S4,3,125,
20.225,17.86,S4,3,125,
19.592,17.86,S4,3,125,
10.095,15.03,S4,3,125,
18.413,24.73,S4,3,125,
17.551,17.86,S4,3,125,
12.118,15.61,S4,3,125,
18.040,15.61,S4,3,125,
10.137,15.03,S4,3,125,
18.046,17.86,S4,3,125,
16.138,15.61,S4,3,125,
10.155,15.03,S4,3,125,
45.325,41.09,S4,3,125,
21.399,17.86,S4,3,125,
428.947,82.15,S4,3,125,4
14.917,15.61,S4,3,125,
17.119,15.61,S4,3,125,
15.275,15.61,S4,3,125,
10.104,15.03,S4,3,125,
15.973,15.61,S4,3,125,
46.243,27.30,S4,3,125,
24.228,15.70,S4,3,125,
17.271,17.86,S4,3,125,
424.717,64.81,S4,3,125,3
19.804,17.86,S4,3,125,
21.971,24.73,S4,3,125,
10.097,15.03,S4,3,125,
13.568,15.61,S4,3,125,
44.291,28.93,S4,3,125,
13.239,46.78,S4,3,125,
17.194,17.86,S4,3,125,
480.802,116.78,S4,3,125,6
496.741,114.45,S4,3,125,6
20.444,24.73,S4,3,125,
10.132,15.03,S4,3,125,
13.480,19.19,S4,3,125,
15.904,17.86,S4,3,125,
16.116,24.73,S4,3,125,
16.206,24.73,S4,3,125,
10.088,15.03,S4,3,125,
208.175,64.81,S4,3,125,3
421.789,63.81,S4,3,125,3
10.208,13.45,S4,3,125,
10.212,13.45,S4,3,125,
10.204,13.45,S4,3,125,
17.554,17.86,S4,3,125,
17.287,17.86,S4,3,125,
10.085,15.03,S4,3,125,
42.186,20.43,S4,3,125,
16.091,24.73,S4,3,125,
10.208,13.45,S4,3,125,
10.196,13.45,S4,3,125,
10.212,13.45,S4,3,125,
17.407,17.86,S4,3,125,
17.183,17.86,S4,3,125,
17.438,17.86,S4,3,125,
10.086,15.03,S4,3,125,
41.360,44.26,S4,3,125,
16.333,24.73,S4,3,125,
10.220,13.45,S4,3,125,
10.203,13.45,S4,3,125,
10.211,13.45,S4,3,125,
17.157,17.86,S4,3,125,
17.122,17.86,S4,3,125,
17.102,17.86,S4,3,125,
10.088,15.03,S4,3,125,
42.893,42.91,S4,3,125,
42.168,36.55,S4,3,125,
16.824,17.86,S4,3,125,
17.041,17.86,S4,3,125,
43.170,45.15,S4,3,125,
11.997,15.61,S4,3,125,
12.098,15.61,S4,3,125,
10.090,15.03,S4,3,125,
42.452,42.91,S4,3,125,
16.554,31.09,S4,3,125,
16.751,17.86,S4,3,125,
16.881,17.86,S4,3,125,
16.682,17.86,S4,3,125,
11.732,15.61,S4,3,125,
11.681,15.61,S4,3,125,
11.969,15.61,S4,3,125,
10.085,15.03,S4,3,125,
42.231,42.91,S4,3,125,
16.104,31.09,S4,3,125,
16.944,17.86,S4,3,125,
16.552,17.86,S4,3,125,
17.037,17.86,S4,3,125,
12.171,15.61,S4,3,125,
11.907,15.61,S4,3,125,
11.952,15.61,S4,3,125,
10.092,15.03,S4,3,125,
11.730,15.61,S4,3,125,
22.221,15.70,S4,3,125,
16.727,17.86,S4,3,125,
16.803,31.98,S4,3,125,
16.932,24.73,S4,3,125,
10.086,15.03,S4,3,125,
11.964,15.61,S4,3,125,
12.865,46.78,S4,3,125,
16.875,17.86,S4,3,125,
16.535,24.73,S4,3,125,
10.086,15.03,S4,3,125,
11.755,19.19,S4,3,125,
16.991,17.86,S4,3,125,
440.937,83.73,S4,3,125,4
16.091,24.73,S4,3,125,
10.087,15.03,S4,3,125,
207.040,64.81,S4,3,125,3
41.779,41.26,S4,3,125,
10.200,13.45,S4,3,125,
10.196,13.45,S4,3,125,
10.200,13.45,S4,3,125,
17.151,17.86,S4,3,125,
17.962,17.86,S4,3,125,
10.086,15.03,S4,3,125,
42.199,20.43,S4,3,125,
42.485,43.91,S4,3,125,
10.204,13.45,S4,3,125,
10.199,13.45,S4,3,125,
10.211,13.45,S4,3,125,
17.448,17.86,S4,3,125,
17.268,17.86,S4,3,125,
17.995,17.86,S4,3,125,
10.084,15.03,S4,3,125,
48.593,44.26,S4,3,125,
16.202,24.73,S4,3,125,
10.199,13.45,S4,3,125,
10.201,13.45,S4,3,125,
10.198,13.45,S4,3,125,
17.207,17.86,S4,3,125,
17.172,17.86,S4,3,125,
17.159,17.86,S4,3,125,
10.086,15.03,S4,3,125,
41.647,44.91,S4,3,125,
43.487,33.90,S4,3,125,
42.288,34.90,S4,3,125,
16.720,17.86,S4,3,125,
16.568,17.86,S4,3,125,
16.915,17.86,S4,3,125,
11.739,15.61,S4,3,125,
11.863,15.61,S4,3,125,
10.085,15.03,S4,3,125,
41.745,42.91,S4,3,125,
495.435,116.78,S4,3,125,6
424.838,82.15,S4,3,125,4
16.388,17.86,S4,3,125,
17.078,17.86,S4,3,125,
43.092,36.55,S4,3,125,
11.961,15.61,S4,3,125,
12.095,15.61,S4,3,125,
10.091,15.03,S4,3,125,
43.322,41.26,S4,3,125,
16.551,31.09,S4,3,125,
16.565,17.86,S4,3,125,
16.777,17.86,S4,3,125,
16.794,17.86,S4,3,125,
43.043,20.43,S4,3,125,
11.756,15.61,S4,3,125,
11.855,15.61,S4,3,125,
10.087,15.03,S4,3,125,
12.020,15.61,S4,3,125,
41.555,27.30,S4,3,125,
22.475,15.70,S4,3,125,
16.716,17.86,S4,3,125,
11.940,15.61,S4,3,125,
16.367,24.73,S4,3,125,
10.084,15.03,S4,3,125,
11.932,15.61,S4,3,125,
12.581,46.78,S4,3,125,
16.540,17.86,S4,3,125,
42.586,46.15,S4,3,125,
16.185,24.73,S4,3,125,
10.084,15.03,S4,3,125,
11.772,19.19,S4,3,125,
16.294,17.86,S4,3,125,
270.945,101.72,S4,3,125,5
55.931,60.38,S4,3,125,
16.577,24.73,S4,3,125,
10.089,15.03,S4,3,125,
206.926,64.81,S4,3,125,3
10.216,13.45,S4,3,125,
10.196,13.45,S4,3,125,
10.197,13.45,S4,3,125,
11.829,15.61,S4,3,125,
17.103,17.86,S4,3,125,
10.085,15.03,S4,3,125,
41.762,20.43,S4,3,125,
16.203,41.34,S4,3,125,
10.196,13.45,S4,3,125,
10.201,13.45,S4,3,125,
10.203,13.45,S4,3,125,
17.605,17.86,S4,3,125,
10.085,15.03,S4,3,125,
10.216,13.45,S4,3,125,
17.506,17.86,S4,3,125,
10.088,15.03,S4,3,125,
287.498,101.72,S4,3,125,5
16.147,24.73,S4,3,125,
17.616,17.86,S4,3,125,
12.152,15.61,S4,3,125,
12.035,15.61,S4,3,125,
10.085,15.03,S4,3,125,
16.655,17.86,S4,3,125,
41.671,48.13,S4,3,125,
12.296,15.61,S4,3,125,
10.088,15.03,S4,3,125,
43.908,41.09,S4,3,125,
17.312,17.86,S4,3,125,
12.415,15.61,S4,3,125,
12.105,15.61,S4,3,125,
11.820,15.61,S4,3,125,
10.094,15.03,S4,3,125,
12.109,15.61,S4,3,125,
42.974,27.30,S4,3,125,
22.585,15.70,S4,3,125,
16.358,17.86,S4,3,125,
17.406,17.86,S4,3,125,
16.087,24.73,S4,3,125,
10.085,15.03,S4,3,125,
11.842,15.61,S4,3,125,
43.128,28.93,S4,3,125,
12.822,46.78,S4,3,125,
16.685,17.86,S4,3,125,
12.468,15.61,S4,3,125,
16.624,24.73,S4,3,125,
10.084,15.03,S4,3,125,
16.675,17.86,S4,3,125,
16.398,24.73,S4,3,125,
10.084,15.03,S4,3,125,
207.182,64.81,S4,3,125,3
422.572,63.81,S4,3,125,3
10.205,13.45,S4,3,125,
10.203,13.45,S4,3,125,
10.197,13.45,S4,3,125,
41.970,20.43,S4,3,125,
17.599,17.86,S4,3,125,
10.089,15.03,S4,3,125,
43.790,20.43,S4,3,125,
17.234,24.73,S4,3,125,
10.211,13.45,S4,3,125,
10.221,13.45,S4,3,125,
10.259,13.45,S4,3,125,
17.841,17.86,S4,3,125,
43.774,20.43,S4,3,125,
17.887,17.86,S4,3,125,
10.088,15.03,S4,3,125,
45.833,26.06,S4,3,125,
43.716,20.43,S4,3,125,
10.209,13.45,S4,3,125,
10.207,13.45,S4,3,125,
17.588,17.86,S4,3,125,
42.282,20.43,S4,3,125,
17.273,17.86,S4,3,125,
10.087,15.03,S4,3,125,
41.787,42.91,S4,3,125,
