candidate_id,population,gate_class,solver_family,mdl_bits,train_bits,raw_bits,holdout_len,alphabet_size,discovery_time_s,alphabet_base,base_seq_id
tot3_1264,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.216,,tot3_1264
tot3_1265,S4,neither,NESTED_LOOP,63.81,594.360938,792.48,125,3,600.058,,tot3_1265
tot3_1266,S4,neither,STEP,56.57,594.360938,792.48,125,3,600.059,,tot3_1266
tot3_1267,S4,neither,STEP,54.04,594.360938,792.48,125,3,600.061,,tot3_1267
tot3_1268,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.506,,tot3_1268
tot3_1269,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.088,,tot3_1269
tot3_1270,S4,neither,NESTED_LOOP,101.72,594.360938,792.48,125,3,600.060,,tot3_1270
tot3_1271,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,287.498,,tot3_1271
tot3_1272,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.147,,tot3_1272
tot3_1273,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.616,,tot3_1273
tot3_1274,S4,neither,STEP,54.66,594.360938,792.48,125,3,600.063,,tot3_1274
tot3_1275,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.152,,tot3_1275
tot3_1276,S4,neither,ITER_L,58.73,594.360938,792.48,125,3,600.065,,tot3_1276
tot3_1277,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.035,,tot3_1277
tot3_1278,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1278
tot3_1279,S4,neither,STEP,51.41,594.360938,792.48,125,3,600.059,,tot3_1279
tot3_1280,S4,neither,STEP,59.80,594.360938,792.48,125,3,600.063,,tot3_1280
tot3_1281,S4,neither,STEP,53.41,594.360938,792.48,125,3,600.057,,tot3_1281
tot3_1282,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.655,,tot3_1282
tot3_1283,S4,neither,ITER_F,75.30,594.360938,792.48,125,3,600.096,,tot3_1283
tot3_1284,S4,discovered,CTX_X,48.13,594.360938,792.48,125,3,41.671,,tot3_1284
tot3_1285,S4,neither,NESTED_LOOP,82.15,594.360938,792.48,125,3,600.063,,tot3_1285
tot3_1286,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.296,,tot3_1286
tot3_1287,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.088,,tot3_1287
tot3_1288,S4,discovered,ITER,41.09,594.360938,792.48,125,3,43.908,,tot3_1288
tot3_1289,S4,neither,FUNC_L,53.73,594.360938,792.48,125,3,600.059,,tot3_1289
tot3_1290,S4,neither,STEP,60.07,594.360938,792.48,125,3,600.063,,tot3_1290
tot3_1291,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.312,,tot3_1291
tot3_1292,S4,neither,STEP,63.16,594.360938,792.48,125,3,600.063,,tot3_1292
tot3_1293,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.415,,tot3_1293
tot3_1294,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.105,,tot3_1294
tot3_1295,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.820,,tot3_1295
tot3_1296,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.094,,tot3_1296
tot3_1297,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.109,,tot3_1297
tot3_1298,S4,discovered,CTX_X,27.30,594.360938,792.48,125,3,42.974,,tot3_1298
tot3_1299,S4,discovered,DARY,15.70,594.360938,792.48,125,3,22.585,,tot3_1299
tot3_1300,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.358,,tot3_1300
tot3_1301,S4,neither,FUNC_L,53.73,594.360938,792.48,125,3,600.062,,tot3_1301
tot3_1302,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.406,,tot3_1302
tot3_1303,S4,neither,STEP,51.28,594.360938,792.48,125,3,600.054,,tot3_1303
tot3_1304,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.087,,tot3_1304
tot3_1305,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1305
tot3_1306,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.842,,tot3_1306
tot3_1307,S4,discovered,CTX_X,28.93,594.360938,792.48,125,3,43.128,,tot3_1307
tot3_1308,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,12.822,,tot3_1308
tot3_1309,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.685,,tot3_1309
tot3_1310,S4,neither,STEP,57.97,594.360938,792.48,125,3,600.057,,tot3_1310
tot3_1311,S4,neither,STEP,60.28,594.360938,792.48,125,3,600.063,,tot3_1311
tot3_1312,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.468,,tot3_1312
tot3_1313,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.624,,tot3_1313
tot3_1314,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.084,,tot3_1314
tot3_1315,S4,neither,STEP,50.87,594.360938,792.48,125,3,600.063,,tot3_1315
tot3_1316,S4,neither,FUNC,43.11,594.360938,792.48,125,3,600.058,,tot3_1316
tot3_1317,S4,neither,ITER,39.09,594.360938,792.48,125,3,600.053,,tot3_1317
tot3_1318,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.675,,tot3_1318
tot3_1319,S4,neither,STEP,57.29,594.360938,792.48,125,3,600.057,,tot3_1319
tot3_1320,S4,neither,STEP,57.41,594.360938,792.48,125,3,600.052,,tot3_1320
tot3_1321,S4,neither,STEP,53.55,594.360938,792.48,125,3,600.054,,tot3_1321
tot3_1322,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.398,,tot3_1322
tot3_1323,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.084,,tot3_1323
tot3_1324,S4,discovered,NESTED_LOOP,64.81,594.360938,792.48,125,3,207.182,,tot3_1324
tot3_1325,S4,discovered,NESTED_LOOP,63.81,594.360938,792.48,125,3,422.572,,tot3_1325
tot3_1326,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.205,,tot3_1326
tot3_1327,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.203,,tot3_1327
tot3_1328,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.197,,tot3_1328
tot3_1329,S4,neither,FUNC_L,53.73,594.360938,792.48,125,3,600.061,,tot3_1329
tot3_1330,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,41.970,,tot3_1330
tot3_1331,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.599,,tot3_1331
tot3_1332,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.089,,tot3_1332
tot3_1333,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,43.790,,tot3_1333
tot3_1334,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,17.234,,tot3_1334
tot3_1335,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.211,,tot3_1335
tot3_1336,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.221,,tot3_1336
tot3_1337,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.259,,tot3_1337
tot3_1338,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.841,,tot3_1338
tot3_1339,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,43.774,,tot3_1339
tot3_1340,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.887,,tot3_1340
tot3_1341,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.088,,tot3_1341
tot3_1342,S4,neither,STEP,54.17,594.360938,792.48,125,3,600.032,,tot3_1342
tot3_1343,S4,discovered,CTX_X,26.06,594.360938,792.48,125,3,45.833,,tot3_1343
tot3_1344,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,43.716,,tot3_1344
tot3_1345,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.209,,tot3_1345
tot3_1346,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.207,,tot3_1346
tot3_1347,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.588,,tot3_1347
tot3_1348,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.282,,tot3_1348
tot3_1349,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.273,,tot3_1349
tot3_1350,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_1350
tot3_1351,S4,neither,FUNC_L,53.73,594.360938,792.48,125,3,600.046,,tot3_1351
tot3_1352,S4,discovered,CTX_X,42.91,594.360938,792.48,125,3,41.787,,tot3_1352
tot3_1353,S4,discovered,CTX_X,43.26,594.360938,792.48,125,3,41.560,,tot3_1353
tot3_1354,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.796,,tot3_1354
tot3_1355,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.195,,tot3_1355
tot3_1356,S4,discovered,CTX_X,45.15,594.360938,792.48,125,3,44.025,,tot3_1356
tot3_1357,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.017,,tot3_1357
tot3_1358,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.725,,tot3_1358
tot3_1359,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_1359
tot3_1360,S4,discovered,CTX_X,27.30,594.360938,792.48,125,3,42.242,,tot3_1360
tot3_1361,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.288,,tot3_1361
tot3_1362,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.409,,tot3_1362
tot3_1363,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.667,,tot3_1363
tot3_1364,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.477,,tot3_1364
tot3_1365,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.864,,tot3_1365
tot3_1366,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.390,,tot3_1366
tot3_1367,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.887,,tot3_1367
tot3_1368,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.094,,tot3_1368
tot3_1369,S4,discovered,CTX_X,27.30,594.360938,792.48,125,3,42.582,,tot3_1369
tot3_1370,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.267,,tot3_1370
tot3_1371,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.785,,tot3_1371
tot3_1372,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.965,,tot3_1372
tot3_1373,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.440,,tot3_1373
tot3_1374,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.773,,tot3_1374
tot3_1375,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.217,,tot3_1375
tot3_1376,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.156,,tot3_1376
tot3_1377,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1377
tot3_1378,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.155,,tot3_1378
tot3_1379,S4,neither,STEP,44.84,594.360938,792.48,125,3,600.091,,tot3_1379
tot3_1380,S4,discovered,DARY,15.70,594.360938,792.48,125,3,21.456,,tot3_1380
tot3_1381,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.595,,tot3_1381
tot3_1382,S4,neither,ITER,48.53,594.360938,792.48,125,3,600.136,,tot3_1382
tot3_1383,S4,discovered,CTX_X,26.06,594.360938,792.48,125,3,42.856,,tot3_1383
tot3_1384,S4,neither,STEP,58.10,594.360938,792.48,125,3,600.049,,tot3_1384
tot3_1385,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.614,,tot3_1385
tot3_1386,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_1386
tot3_1387,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.337,,tot3_1387
tot3_1388,S4,neither,ITER,39.09,594.360938,792.48,125,3,600.058,,tot3_1388
tot3_1389,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,13.295,,tot3_1389
tot3_1390,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.607,,tot3_1390
tot3_1391,S4,neither,ITER,39.09,594.360938,792.48,125,3,600.083,,tot3_1391
tot3_1392,S4,neither,STEP,56.26,594.360938,792.48,125,3,600.053,,tot3_1392
tot3_1393,S4,neither,STEP,59.27,594.360938,792.48,125,3,600.057,,tot3_1393
tot3_1394,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,17.477,,tot3_1394
tot3_1395,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1395
tot3_1396,S4,neither,STEP,67.21,594.360938,792.48,125,3,600.084,,tot3_1396
tot3_1397,S4,discovered,FUNC,43.11,594.360938,792.48,125,3,40.402,,tot3_1397
tot3_1398,S4,neither,STEP,58.41,594.360938,792.48,125,3,600.057,,tot3_1398
tot3_1399,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.510,,tot3_1399
tot3_1400,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.340,,tot3_1400
tot3_1401,S4,discovered,NESTED_LOOP,99.72,594.360938,792.48,125,3,288.524,,tot3_1401
tot3_1402,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,281.049,,tot3_1402
tot3_1403,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,17.051,,tot3_1403
tot3_1404,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_1404
tot3_1405,S4,discovered,NESTED_LOOP,64.81,594.360938,792.48,125,3,206.291,,tot3_1405
tot3_1406,S4,neither,STEP,57.51,594.360938,792.48,125,3,600.082,,tot3_1406
tot3_1407,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.220,,tot3_1407
tot3_1408,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.200,,tot3_1408
tot3_1409,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,274.341,,tot3_1409
tot3_1410,S4,neither,STEP,56.72,594.360938,792.48,125,3,600.061,,tot3_1410
tot3_1411,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,225.536,,tot3_1411
tot3_1412,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.881,,tot3_1412
tot3_1413,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_1413
tot3_1414,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.742,,tot3_1414
tot3_1415,S4,neither,STEP,56.17,594.360938,792.48,125,3,600.093,,tot3_1415
tot3_1416,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.463,,tot3_1416
tot3_1417,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.206,,tot3_1417
tot3_1418,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,272.403,,tot3_1418
tot3_1419,S4,neither,STEP,57.08,594.360938,792.48,125,3,600.068,,tot3_1419
tot3_1420,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,222.662,,tot3_1420
tot3_1421,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.190,,tot3_1421
tot3_1422,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.088,,tot3_1422
tot3_1423,S4,neither,STEP,55.78,594.360938,792.48,125,3,600.065,,tot3_1423
tot3_1424,S4,neither,STEP,59.07,594.360938,792.48,125,3,600.060,,tot3_1424
tot3_1425,S4,neither,STEP,57.45,594.360938,792.48,125,3,600.058,,tot3_1425
tot3_1426,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.216,,tot3_1426
tot3_1427,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,273.620,,tot3_1427
tot3_1428,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,225.306,,tot3_1428
tot3_1429,S4,discovered,NESTED_LOOP,83.73,594.360938,792.48,125,3,222.729,,tot3_1429
tot3_1430,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.110,,tot3_1430
tot3_1431,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.089,,tot3_1431
tot3_1432,S4,discovered,CTX_X,44.91,594.360938,792.48,125,3,41.791,,tot3_1432
tot3_1433,S4,discovered,CTX_X,33.90,594.360938,792.48,125,3,41.641,,tot3_1433
tot3_1434,S4,discovered,CTX_X,34.90,594.360938,792.48,125,3,43.109,,tot3_1434
tot3_1435,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.712,,tot3_1435
tot3_1436,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.625,,tot3_1436
tot3_1437,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.334,,tot3_1437
tot3_1438,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.966,,tot3_1438
tot3_1439,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.099,,tot3_1439
tot3_1440,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.092,,tot3_1440
tot3_1441,S4,discovered,CTX_X,27.30,594.360938,792.48,125,3,41.927,,tot3_1441
tot3_1442,S4,discovered,CTX_X,32.98,594.360938,792.48,125,3,16.277,,tot3_1442
tot3_1443,S4,discovered,NESTED_LOOP,82.15,594.360938,792.48,125,3,424.845,,tot3_1443
tot3_1444,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.178,,tot3_1444
tot3_1445,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.355,,tot3_1445
tot3_1446,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.483,,tot3_1446
tot3_1447,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.674,,tot3_1447
tot3_1448,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.891,,tot3_1448
tot3_1449,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.091,,tot3_1449
tot3_1450,S4,discovered,CTX_X,41.26,594.360938,792.48,125,3,43.897,,tot3_1450
tot3_1451,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.607,,tot3_1451
tot3_1452,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.633,,tot3_1452
tot3_1453,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.036,,tot3_1453
tot3_1454,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.559,,tot3_1454
tot3_1455,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.063,,tot3_1455
tot3_1456,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.200,,tot3_1456
tot3_1457,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.825,,tot3_1457
tot3_1458,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.087,,tot3_1458
tot3_1459,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.602,,tot3_1459
tot3_1460,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,270.971,,tot3_1460
tot3_1461,S4,discovered,DARY,15.70,594.360938,792.48,125,3,21.703,,tot3_1461
tot3_1462,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.815,,tot3_1462
tot3_1463,S4,neither,STEP,56.26,594.360938,792.48,125,3,600.063,,tot3_1463
tot3_1464,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,17.269,,tot3_1464
tot3_1465,S4,discovered,CTX_X,33.98,594.360938,792.48,125,3,16.783,,tot3_1465
tot3_1466,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.926,,tot3_1466
tot3_1467,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1467
tot3_1468,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.726,,tot3_1468
tot3_1469,S4,neither,FUNC_L,52.98,594.360938,792.48,125,3,600.061,,tot3_1469
tot3_1470,S4,discovered,FUNC_L,46.78,594.360938,792.48,125,3,12.864,,tot3_1470
tot3_1471,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.518,,tot3_1471
tot3_1472,S4,neither,STEP,64.08,594.360938,792.48,125,3,600.063,,tot3_1472
tot3_1473,S4,neither,STEP,49.99,594.360938,792.48,125,3,600.058,,tot3_1473
tot3_1474,S4,discovered,CTX_X,33.98,594.360938,792.48,125,3,16.095,,tot3_1474
tot3_1475,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.274,,tot3_1475
tot3_1476,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_1476
tot3_1477,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.925,,tot3_1477
tot3_1478,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,11.824,,tot3_1478
tot3_1479,S4,discovered,CTX_X,33.66,594.360938,792.48,125,3,41.918,,tot3_1479
tot3_1480,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.998,,tot3_1480
tot3_1481,S4,discovered,CTX_X,31.09,594.360938,792.48,125,3,16.421,,tot3_1481
tot3_1482,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.834,,tot3_1482
tot3_1483,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.223,,tot3_1483
tot3_1484,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.795,,tot3_1484
tot3_1485,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_1485
tot3_1486,S4,discovered,NESTED_LOOP,64.81,594.360938,792.48,125,3,205.858,,tot3_1486
tot3_1487,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,273.414,,tot3_1487
tot3_1488,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.203,,tot3_1488
tot3_1489,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.203,,tot3_1489
tot3_1490,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.214,,tot3_1490
tot3_1491,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.450,,tot3_1491
tot3_1492,S4,neither,STEP,56.23,594.360938,792.48,125,3,600.063,,tot3_1492
tot3_1493,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.539,,tot3_1493
tot3_1494,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1494
tot3_1495,S4,discovered,CTX_X,20.43,594.360938,792.48,125,3,42.872,,tot3_1495
tot3_1496,S4,discovered,CTX_X,41.34,594.360938,792.48,125,3,16.356,,tot3_1496
tot3_1497,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.207,,tot3_1497
tot3_1498,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.214,,tot3_1498
tot3_1499,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.211,,tot3_1499
tot3_1500,S4,discovered,CTX_X,37.77,594.360938,792.48,125,3,42.775,,tot3_1500
tot3_1501,S4,neither,NESTED_LOOP,116.78,594.360938,792.48,125,3,600.052,,tot3_1501
tot3_1502,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.229,,tot3_1502
tot3_1503,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1503
tot3_1504,S4,neither,STEP,55.60,594.360938,792.48,125,3,600.052,,tot3_1504
tot3_1505,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.129,,tot3_1505
tot3_1506,S4,neither,STEP,61.16,594.360938,792.48,125,3,600.052,,tot3_1506
tot3_1507,S4,discovered,DARY,13.45,594.360938,792.48,125,3,10.214,,tot3_1507
tot3_1508,S4,neither,STEP,55.26,594.360938,792.48,125,3,600.056,,tot3_1508
tot3_1509,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.986,,tot3_1509
tot3_1510,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.516,,tot3_1510
tot3_1511,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.042,,tot3_1511
tot3_1512,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.086,,tot3_1512
tot3_1513,S4,neither,STEP,59.76,594.360938,792.48,125,3,600.060,,tot3_1513
tot3_1514,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,270.490,,tot3_1514
tot3_1515,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.498,,tot3_1515
tot3_1516,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.598,,tot3_1516
tot3_1517,S4,discovered,NESTED_LOOP,101.72,594.360938,792.48,125,3,274.165,,tot3_1517
tot3_1518,S4,discovered,CTX_X,24.73,594.360938,792.48,125,3,16.615,,tot3_1518
tot3_1519,S4,neither,STEP,49.00,594.360938,792.48,125,3,600.061,,tot3_1519
tot3_1520,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,13.378,,tot3_1520
tot3_1521,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.090,,tot3_1521
tot3_1522,S4,neither,STEP,47.09,594.360938,792.48,125,3,600.053,,tot3_1522
tot3_1523,S4,neither,STEP,65.79,594.360938,792.48,125,3,600.057,,tot3_1523
tot3_1524,S4,neither,FUNC,41.53,594.360938,792.48,125,3,600.048,,tot3_1524
tot3_1525,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,17.140,,tot3_1525
tot3_1526,S4,neither,STEP,64.69,594.360938,792.48,125,3,600.057,,tot3_1526
tot3_1527,S4,neither,STEP,63.88,594.360938,792.48,125,3,600.048,,tot3_1527
tot3_1528,S4,neither,STEP,58.04,594.360938,792.48,125,3,600.051,,tot3_1528
tot3_1529,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.182,,tot3_1529
tot3_1530,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.085,,tot3_1530
tot3_1531,S4,neither,STEP,62.69,594.360938,792.48,125,3,600.046,,tot3_1531
tot3_1532,S4,discovered,CTX_X,28.84,594.360938,792.48,125,3,12.266,,tot3_1532
tot3_1533,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.891,,tot3_1533
tot3_1534,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.610,,tot3_1534
tot3_1535,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.611,,tot3_1535
tot3_1536,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.386,,tot3_1536
tot3_1537,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.069,,tot3_1537
tot3_1538,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.070,,tot3_1538
tot3_1539,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.084,,tot3_1539
tot3_1540,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,11.891,,tot3_1540
tot3_1541,S4,neither,STEP,51.41,594.360938,792.48,125,3,600.088,,tot3_1541
tot3_1542,S4,discovered,DARY,15.70,594.360938,792.48,125,3,22.908,,tot3_1542
tot3_1543,S4,discovered,CTX_X,17.86,594.360938,792.48,125,3,16.682,,tot3_1543
tot3_1544,S4,neither,ITER_F,57.13,594.360938,792.48,125,3,600.051,,tot3_1544
tot3_1545,S4,discovered,CTX_X,27.03,594.360938,792.48,125,3,43.205,,tot3_1545
tot3_1546,S4,neither,ITER_F,55.54,594.360938,792.48,125,3,600.073,,tot3_1546
tot3_1547,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.053,,tot3_1547
tot3_1548,S4,discovered,DARY,15.03,594.360938,792.48,125,3,10.090,,tot3_1548
tot3_1549,S4,discovered,CTX_X,15.61,594.360938,792.48,125,3,12.410,,tot3_1549
tot3_1550,S4,neither,FUNC,34.09,594.360938,792.48,125,3,600.060,,tot3_1550
