"id","population","solver_family","program_bits","time_s","log2t"
"A000012_a7","S3","DARY",13.45,10.111,3.33785378487762
"A000027_a2","S3","CTX_X",15.61,10.009,3.32322593648301
"A000027_a3","S3","CTX_X",15.61,10.188,3.34879895961211
"A000027_a4","S3","CTX_X",15.61,10.086,3.33428222529524
"A000027_a5","S3","CTX_X",15.61,10.104,3.33685463912547
"A000027_a7","S3","CTX_X",15.61,10.088,3.33456827566613
"A000035_a2","S3","CTX_X",15.61,10.009,3.32322593648301
"A000035_a3","S3","CTX_X",15.61,19.325,4.27239650903748
"A000035_a4","S3","CTX_X",15.61,23.516,4.55557077789617
"A000035_a5","S3","CTX_X",15.61,18.866,4.23771666769931
"A000035_a7","S3","CTX_X",15.61,18.66,4.22187708107703
"A000040_a2","S3","DARY",15.03,10.014,3.32394645542167
"A000043_a2","S3","DARY",15.03,10.016,3.32423456227053
"A000045_a3","S3","CTX_X",24.11,27.691,4.79134524931415
"A000045_a4","S3","CTX_X",24.11,15.588,3.96236393150695
"A000045_a5","S3","CTX_X",24.11,16.917,4.08040184367244
"A000045_a7","S3","CTX_X",24.11,15.387,3.94364007203639
"A000069_a2","S3","DARY",17.62,13.915,3.79856900355688
"A000120_a2","S3","DARY",16.62,13.489,3.75371149369124
"A000120_a3","S3","DARY",16.62,21.11,4.39985467357243
"A000120_a4","S3","DARY",16.62,24.67,4.6246858105254
"A000120_a5","S3","DARY",16.62,21.393,4.41906690472266
"A000120_a7","S3","DARY",16.62,21.164,4.40354041774525
"A000123_a2","S3","DARY",15.03,10.015,3.32409051603798
"A000124_a2","S3","CTX_X",17.86,15.928,3.99349322105842
"A000124_a3","S3","CTX_X",31.98,15.785,3.98048235553826
"A000124_a4","S3","FUNC",36.09,18.123,4.17974988729563
"A000124_a5","S3","CTX_X",40.34,22.477,4.49037758712129
"A000124_a7","S3","FUNC",36.09,16.827,4.07270608374085
"A000203_a7","S3","NESTED_LOOP",116.78,313.298,8.29139174978279
"A000217_a2","S3","CTX_X",17.86,15.085,3.91504279137198
"A000217_a3","S3","FUNC",26.73,14.686,3.87636959997278
"A000217_a4","S3","FUNC",37.09,14.998,3.90669822344464
"A000217_a5","S3","FUNC",35.09,15.316,3.93696766018807
"A000217_a7","S3","FUNC",35.09,14.836,3.89103026784092
"A000290_a2","S3","CTX_X",15.61,10.015,3.32409051603798
"A000290_a3","S3","CTX_X",24.11,14.997,3.90660202774259
"A000290_a4","S3","CTX_X",15.61,10.085,3.33413917883824
"A000290_a5","S3","FUNC",26.73,14.788,3.88635504352516
"A000290_a7","S3","FUNC",26.73,14.985,3.90544717873885
"A000292_a3","S3","CTX_X",19.2,40.981,5.35688328366402
"A000292_a4","S3","FUNC",36.09,61.221,5.93595470530696
"A000292_a5","S3","CTX_X",43.26,46.049,5.52509792198127
"A000326_a2","S3","CTX_X",17.86,14.739,3.88156673981009
"A000326_a3","S3","CTX_X",15.61,10.082,3.33370995434728
"A000326_a4","S3","FUNC",28.73,15.022,3.90900499815204
"A000326_a5","S3","FUNC",36.09,15.484,3.95270630763022
"A000326_a7","S3","FUNC",37.09,22.524,4.49339115088994
"A000330_a2","S3","CTX_X",17.86,14.937,3.90081851612512
"A000330_a3","S3","CTX_X",26.06,41.607,5.37875436401617
"A000330_a4","S3","CTX_X",17.86,15.168,3.92295896423617
"A000330_a5","S3","CTX_X",41.34,21.01,4.39300425689832
"A000330_a7","S3","FUNC_L",53.54,75.306,6.23469291098505
"A000578_a2","S3","CTX_X",15.61,10.015,3.32409051603798
"A000578_a3","S3","CTX_X",15.61,10.082,3.33370995434728
"A000578_a4","S3","CTX_X",17.86,14.899,3.89714359715496
"A000578_a5","S3","FUNC",28.73,19.719,4.30151448577045
"A000578_a7","S3","FUNC",28.73,18.441,4.20484498579147
"A000959_a2","S3","DARY",13.45,10.088,3.33456827566613
"A001065_a5","S3","NESTED_LOOP",116.78,313.722,8.29334289261898
"A001097_a2","S3","DARY",13.45,10.122,3.33942247434663
"A001097_a3","S3","CTX_X",28.84,10.147,3.34298134694144
"A001227_a3","S3","NESTED_LOOP",116.78,273.677,8.09633038450602
"A001227_a4","S3","NESTED_LOOP",116.78,270.521,8.07959678168226
"A001227_a5","S3","NESTED_LOOP",116.78,228.687,7.83723054604203
"A001227_a7","S3","NESTED_LOOP",116.78,262.703,8.03728886554284
"A001285_a2","S3","DARY",17.62,15.085,3.91504279137198
"A001285_a3","S3","NESTED_LOOP",97.72,185.714,7.53693876632567
"A001285_a4","S3","NESTED_LOOP",101.72,226.211,7.82152527498042
"A001477_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A001477_a3","S3","CTX_X",15.61,10.079,3.33328060211727
"A001477_a4","S3","CTX_X",15.61,10.074,3.3325647309961
"A001477_a5","S3","CTX_X",15.61,10.075,3.3327079336406
"A001477_a7","S3","CTX_X",15.61,10.074,3.3325647309961
"A001511_a2","S3","FUNC_L",49.62,37.406,5.22519779483916
"A001511_a3","S3","FUNC_L",49.62,48.872,5.61093624041816
"A001511_a4","S3","FUNC_L",49.62,45.996,5.52343649885959
"A001511_a5","S3","FUNC_L",49.62,51.034,5.67338681820894
"A001511_a7","S3","FUNC_L",49.62,44.095,5.46254317053042
"A001615_a2","S3","DARY",15.7,15.801,3.98194396021303
"A001969_a2","S3","DARY",16.62,16.067,4.00602867174334
"A002322_a2","S3","DARY",15.7,27.293,4.77045907679315
"A002378_a2","S3","DARY",13.45,10.192,3.34936527759421
"A002378_a3","S3","FUNC",28.73,15.096,3.91609442293836
"A002378_a4","S3","CTX_X",24.73,14.708,3.87852917654121
"A002378_a5","S3","FUNC",28.73,15.006,3.90746755824004
"A002378_a7","S3","FUNC",28.73,14.975,3.90448409790142
"A002487_a2","S3","CTX_X",24.11,24.515,4.61559285651096
"A002487_a4","S3","NESTED_LOOP",116.78,282.302,8.14109553953244
"A002487_a5","S3","NESTED_LOOP",116.78,249.945,7.96546685683475
"A002487_a7","S3","NESTED_LOOP",116.78,277.729,8.11753401861234
"A002620_a2","S3","FUNC",25.73,60.207,5.9118593273572
"A002620_a3","S3","FUNC",28.73,41.542,5.37649876991979
"A002620_a4","S3","FUNC",28.73,47.472,5.56900492681818
"A002620_a5","S3","FUNC",28.73,47.675,5.57516103342539
"A002620_a7","S3","FUNC",28.73,18.265,4.19100984858729
"A004011_a2","S3","DARY",15.03,10.019,3.32466661469429
"A004011_a3","S3","DARY",15.03,10.093,3.33528315355643
"A004011_a4","S3","DARY",15.03,10.139,3.34184346259505
"A004018_a2","S3","DARY",15.03,10.011,3.32351418724139
"A004018_a4","S3","DARY",15.03,10.101,3.33642622188672
"A004526_a2","S3","CTX_X",17.86,15.957,3.99611753767891
"A004526_a3","S3","CTX_X",17.86,23.004,4.52381283772722
"A004526_a4","S3","CTX_X",17.86,14.899,3.89714359715496
"A004526_a5","S3","CTX_X",17.86,15.05,3.91169158187234
"A004526_a7","S3","CTX_X",17.86,25.713,4.6844260377166
"A005101_a2","S3","DARY",13.45,10.204,3.35106289894039
"A005408_a2","S3","DARY",13.45,10.144,3.34255474547732
"A005408_a3","S3","DARY",19.19,10.135,3.34127418369217
"A005408_a4","S3","CTX_X",15.61,10.154,3.34397626006754
"A005408_a5","S3","CTX_X",22.48,10.626,3.40952671281098
"A005408_a7","S3","CTX_X",22.48,10.399,3.37837289590703
"A005811_a2","S3","CTX_X",15.61,10.015,3.32409051603798
"A005843_a2","S3","DARY",13.45,10.303,3.3649925735523
"A005843_a3","S3","DARY",18.19,10.165,3.34553831007001
"A005843_a4","S3","CTX_X",22.48,10.146,3.34283916046905
"A005843_a5","S3","CTX_X",22.48,10.143,3.34241251695245
"A005843_a7","S3","CTX_X",22.48,10.187,3.34865734537485
"A006530_a2","S3","FUNC_L",54.73,22.303,4.47916587651375
"A010060_a2","S3","DARY",16.62,10.9,3.44625622988956
"A010060_a3","S3","DARY",16.62,17.695,4.14526985665051
"A010060_a4","S3","DARY",16.62,22.947,4.52023364861234
"A010060_a5","S3","DARY",16.62,20.881,4.38411889973073
"A010060_a7","S3","DARY",16.62,21.474,4.42451904447545
"A020639_a2","S3","CTX_X",15.61,10.01,3.32337006906127
"A025487_a2","S3","DARY",15.03,10.013,3.32380238041871
"A027642_a2","S3","CTX_X",19.2,40.827,5.3514516559813
"A027642_a3","S3","CTX_X",17.86,15.832,3.98477161238542
"A027642_a4","S3","CTX_X",26.06,41.731,5.38304758720578
"A070939_a2","S3","DARY",13.45,17.778,4.15202112702035
"A070939_a3","S3","DARY",13.45,17.29,4.11186596386756
"A070939_a4","S3","DARY",13.45,17.408,4.12167855658825
"A070939_a5","S3","DARY",13.45,17.645,4.141187525005
"A070939_a7","S3","DARY",13.45,17.279,4.11094782067652
"eca_000","S2","DARY",15.03,10.022,3.32509853776749
"eca_001","S2","CTX_X",15.61,10.051,3.32926714089552
"eca_002","S2","DARY",15.03,10.023,3.32524248339404
"eca_003","S2","CTX_X",19.2,42.478,5.40864393593509
"eca_004","S2","DARY",13.45,10.259,3.35881820542763
"eca_005","S2","DARY",13.45,10.276,3.36120689023873
"eca_006","S2","DARY",15.7,24.962,4.64166162502051
"eca_007","S2","CTX_X",17.86,20.998,4.39218001670781
"eca_008","S2","DARY",15.03,10.031,3.32639353165766
"eca_009","S2","CTX_X",22.07,47.289,5.56343272895851
"eca_010","S2","DARY",15.03,10.023,3.32524248339404
"eca_011","S2","CTX_X",19.2,47.071,5.5567665975792
"eca_012","S2","DARY",13.45,10.282,3.36204901208824
"eca_013","S2","DARY",13.45,10.298,3.36429227013537
"eca_014","S2","DARY",15.7,34.629,5.11390882155414
"eca_015","S2","CTX_X",17.86,21.95,4.456149034648
"eca_016","S2","DARY",15.03,10.028,3.32596199617185
"eca_017","S2","CTX_X",19.2,45.296,5.50131174924366
"eca_018","S2","DARY",15.03,10.027,3.32581812232073
"eca_019","S2","CTX_X",19.2,45.19,5.49793165189628
"eca_020","S2","DARY",15.7,31.961,4.9982406430929
"eca_021","S2","CTX_X",17.86,22.757,4.50823847808587
"eca_022","S2","DARY",15.7,29.942,4.90409868547921
"eca_023","S2","CTX_X",17.86,20.268,4.34113182886045
"eca_024","S2","DARY",15.03,10.021,3.32495457777726
"eca_026","S2","DARY",15.03,10.022,3.32509853776749
"eca_027","S2","CTX_X",19.2,42.867,5.42179555014425
"eca_028","S2","DARY",13.45,10.263,3.35938060482697
"eca_029","S2","DARY",13.45,10.251,3.35769274848834
"eca_030","S2","WIDE_BIT",74.53,67.298,6.07249172553341
"eca_031","S2","CTX_X",17.86,16.708,4.06246714350071
"eca_032","S2","DARY",15.03,10.019,3.32466661469429
"eca_033","S2","CTX_X",15.61,16.917,4.08040184367244
"eca_034","S2","DARY",15.03,10.019,3.32466661469429
"eca_035","S2","CTX_X",19.2,43.598,5.44619004970006
"eca_036","S2","DARY",13.45,10.267,3.35994278507408
"eca_037","S2","CTX_X",19.2,44.989,5.49150039443214
"eca_038","S2","DARY",15.7,23.607,4.56114280904521
"eca_039","S2","CTX_X",17.86,18.055,4.17432651517391
"eca_040","S2","DARY",15.03,10.02,3.32481060342048
"eca_041","S2","CTX_X",21.35,42.264,5.40135740989028
"eca_042","S2","DARY",15.03,10.019,3.32466661469429
"eca_043","S2","CTX_X",19.2,43.489,5.44257863027873
"eca_044","S2","DARY",13.45,10.262,3.35924002552933
"eca_046","S2","DARY",15.7,23.494,4.55422045697651
"eca_047","S2","CTX_X",17.86,17.117,4.0973579657631
"eca_048","S2","DARY",15.03,10.02,3.32481060342048
"eca_049","S2","CTX_X",19.2,43.273,5.4353952372578
"eca_050","S2","CTX_X",15.61,17.81,4.15461561132689
"eca_051","S2","CTX_X",15.61,17.471,4.12689028206315
"eca_052","S2","DARY",15.7,24.034,4.58700487235718
"eca_053","S2","CTX_X",17.86,16.719,4.06341665413717
"eca_054","S2","CTX_X",17.86,15.987,3.9988273338191
"eca_055","S2","CTX_X",17.86,16.725,4.0639343057541
"eca_056","S2","DARY",15.03,10.019,3.32466661469429
"eca_057","S2","FUNC",25.73,16.032,4.00288250853312
"eca_058","S2","CTX_X",15.61,17.539,4.13249458861252
"eca_059","S2","CTX_X",20.43,43.667,5.4484715137135
"eca_060","S2","DARY",13.45,10.254,3.35811489773521
"eca_061","S2","CTX_X",39.91,44.577,5.47822762241464
"eca_062","S2","CTX_X",24.11,16.762,4.06712239296616
"eca_063","S2","CTX_X",17.86,16.531,4.04710209425467
"eca_064","S2","DARY",15.03,10.02,3.32481060342048
"eca_065","S2","CTX_X",22.07,41.722,5.38273641192345
"eca_066","S2","DARY",15.03,10.02,3.32481060342048
"eca_068","S2","DARY",13.45,10.256,3.35839626195665
"eca_069","S2","DARY",13.45,10.251,3.35769274848834
"eca_070","S2","DARY",13.45,10.254,3.35811489773521
"eca_071","S2","DARY",13.45,10.255,3.35825558670513
"eca_072","S2","DARY",15.03,10.021,3.32495457777726
"eca_073","S2","CTX_X",15.61,17.298,4.11253333755398
"eca_074","S2","DARY",15.03,10.023,3.32524248339404
"eca_076","S2","DARY",13.45,10.278,3.36148765214307
"eca_077","S2","DARY",13.45,10.271,3.36050474633969
"eca_078","S2","DARY",13.45,10.266,3.35980226054848
"eca_079","S2","DARY",13.45,10.257,3.35853692349246
"eca_080","S2","DARY",15.03,10.021,3.32495457777726
"eca_081","S2","CTX_X",19.2,43.61,5.44658708530688
"eca_082","S2","DARY",15.03,10.021,3.32495457777726
"eca_083","S2","CTX_X",19.2,41.331,5.36915236490487
"eca_084","S2","DARY",15.7,21.865,4.45055144330648
"eca_085","S2","CTX_X",17.86,17.076,4.09389816258555
"eca_086","S2","WIDE_BIT",74.53,63.869,5.99704395723002
"eca_087","S2","CTX_X",17.86,16.809,4.07116199328926
"eca_088","S2","DARY",15.03,10.022,3.32509853776749
"eca_090","S2","DARY",15.03,10.022,3.32509853776749
"eca_091","S2","CTX_X",33.9,42.114,5.3962280044979
"eca_092","S2","DARY",13.45,10.267,3.35994278507408
"eca_093","S2","DARY",13.45,10.272,3.36064520246022
"eca_094","S2","DARY",15.7,21.919,4.45411007530487
"eca_095","S2","CTX_X",17.86,17.679,4.14396476691068
"eca_096","S2","DARY",15.03,10.025,3.32553033156756
"eca_097","S2","CTX_X",21.35,43.186,5.43249179144138
"eca_098","S2","DARY",15.03,10.019,3.32466661469429
"eca_099","S2","FUNC",25.73,16.056,4.00504061670053
"eca_100","S2","DARY",13.45,10.253,3.35797419504422
"eca_102","S2","DARY",13.45,10.258,3.35867757131523
"eca_103","S2","CTX_X",39.91,42.972,5.42532501937959
"eca_104","S2","DARY",15.03,10.019,3.32466661469429
"eca_105","S2","CTX_X",15.61,15.283,3.9338558621027
"eca_106","S2","DARY",15.03,10.02,3.32481060342048
"eca_107","S2","WIDE_BIT",75.13,586.874,9.19690698427273
"eca_108","S2","DARY",13.45,10.255,3.35825558670513
"eca_109","S2","CTX_X",26.03,41.729,5.38297844294309
"eca_110","S2","DARY",13.45,10.266,3.35980226054848
"eca_111","S2","CTX_X",23.18,42.221,5.3998888440593
"eca_112","S2","DARY",15.03,10.02,3.32481060342048
"eca_113","S2","CTX_X",19.2,42.627,5.41369561987207
"eca_114","S2","CTX_X",15.61,19.448,4.28154989336664
"eca_115","S2","CTX_X",20.43,41.717,5.38256350776081
"eca_116","S2","DARY",15.7,24.31,4.603477988254
"eca_117","S2","CTX_X",17.86,16.649,4.05736362123094
"eca_118","S2","CTX_X",24.11,17.159,4.10089357213746
"eca_119","S2","CTX_X",17.86,16.859,4.07544705952874
"eca_120","S2","DARY",15.03,10.02,3.32481060342048
"eca_121","S2","WIDE_BIT",75.13,586.279,9.19544357136251
"eca_122","S2","CTX_X",15.61,17.654,4.14192319772374
"eca_123","S2","CTX_X",15.61,17.657,4.14216833862222
"eca_124","S2","DARY",13.45,10.272,3.36064520246022
"eca_125","S2","CTX_X",23.18,43.04,5.4276061727819
"eca_126","S2","FUNC_L",46.78,13.051,3.70608844879118
"eca_127","S2","CTX_X",17.86,17.061,4.0926303050113
"eca_128","S2","DARY",15.03,10.02,3.32481060342048
"eca_129","S2","FUNC_L",54.73,15.482,3.95251994903785
"eca_130","S2","DARY",15.03,10.019,3.32466661469429
"eca_131","S2","FUNC",25.73,16.539,4.04780010215018
"eca_132","S2","DARY",13.45,10.257,3.35853692349246
"eca_133","S2","DARY",13.45,10.254,3.35811489773521
"eca_134","S2","DARY",15.7,23.157,4.53337645851403
"eca_136","S2","DARY",15.03,10.019,3.32466661469429
"eca_138","S2","DARY",15.03,10.021,3.32495457777726
"eca_139","S2","CTX_X",31.98,16.161,4.01444456589816
"eca_140","S2","DARY",13.45,10.255,3.35825558670513
"eca_141","S2","DARY",13.45,10.259,3.35881820542763
"eca_142","S2","DARY",15.7,23.695,4.56651075585788
"eca_143","S2","CTX_X",33.9,44.099,5.46267403612598
"eca_144","S2","DARY",15.03,10.02,3.32481060342048
"eca_145","S2","FUNC",25.73,16.545,4.04832338653781
"eca_146","S2","DARY",15.03,10.021,3.32495457777726
"eca_147","S2","CTX_X",17.86,17.133,4.09870588531542
"eca_148","S2","DARY",15.7,22.526,4.49351924811896
"eca_150","S2","DARY",13.45,10.26,3.35895882583233
"eca_151","S2","DARY",13.45,10.273,3.36078564490772
"eca_152","S2","DARY",15.03,10.02,3.32481060342048
"eca_153","S2","DARY",15.03,10.02,3.32481060342048
"eca_154","S2","DARY",15.03,10.02,3.32481060342048
"eca_155","S2","CTX_X",31.98,16.164,4.01471235152137
"eca_156","S2","DARY",13.45,10.258,3.35867757131523
"eca_157","S2","DARY",13.45,10.255,3.35825558670513
"eca_158","S2","FUNC",35.09,43.479,5.4422468542123
"eca_159","S2","DARY",13.45,10.265,3.35966172233388
"eca_160","S2","DARY",15.03,10.02,3.32481060342048
"eca_161","S2","FUNC_L",54.73,14.456,3.85359650620251
"eca_162","S2","DARY",15.03,10.019,3.32466661469429
"eca_163","S2","CTX_X",19.2,42.649,5.41444000965591
"eca_164","S2","DARY",13.45,10.255,3.35825558670513
"eca_165","S2","DARY",13.45,10.258,3.35867757131523
"eca_166","S2","DARY",15.7,23.729,4.56857939788699
"eca_168","S2","DARY",15.03,10.019,3.32466661469429
"eca_169","S2","ITER",41.09,43.295,5.43612851725925
"eca_170","S2","DARY",15.03,10.02,3.32481060342048
"eca_171","S2","CTX_X",31.98,16.924,4.08099868569426
"eca_172","S2","DARY",13.45,10.263,3.35938060482697
"eca_173","S2","DARY",13.45,10.281,3.36190869257824
"eca_174","S2","DARY",15.7,22.228,4.4743062402884
"eca_175","S2","CTX_X",19.2,43.517,5.44350719756235
"eca_176","S2","DARY",15.03,10.019,3.32466661469429
"eca_177","S2","CTX_X",19.2,42.695,5.41599522099608
"eca_178","S2","CTX_X",15.61,17.451,4.12523780488702
"eca_179","S2","CTX_X",15.61,17.518,4.13076616921084
"eca_180","S2","DARY",15.7,22.595,4.49793165189628
"eca_182","S2","DARY",13.45,10.263,3.35938060482697
"eca_183","S2","DARY",13.45,10.255,3.35825558670513
"eca_184","S2","DARY",15.03,10.019,3.32466661469429
"eca_185","S2","CTX_X",31.98,15.969,3.99720206698455
"eca_186","S2","CTX_X",15.61,17.162,4.10114578420201
"eca_187","S2","CTX_X",17.86,17.112,4.09693648250296
"eca_188","S2","DARY",13.45,10.258,3.35867757131523
"eca_189","S2","DARY",13.45,10.258,3.35867757131523
"eca_190","S2","FUNC",35.09,44.861,5.48738987489606
"eca_191","S2","DARY",13.45,10.256,3.35839626195665
"eca_192","S2","DARY",15.03,10.019,3.32466661469429
"eca_194","S2","DARY",15.03,10.02,3.32481060342048
"eca_195","S2","DARY",15.03,10.019,3.32466661469429
"eca_196","S2","DARY",13.45,10.246,3.35698889179248
"eca_197","S2","DARY",13.45,10.255,3.35825558670513
"eca_198","S2","DARY",13.45,10.259,3.35881820542763
"eca_199","S2","DARY",13.45,10.257,3.35853692349246
"eca_200","S2","DARY",15.03,10.02,3.32481060342048
"eca_201","S2","CTX_X",15.61,17.484,4.12796337812358
"eca_202","S2","DARY",15.03,10.019,3.32466661469429
"eca_203","S2","DARY",15.03,10.02,3.32481060342048
"eca_204","S2","DARY",13.45,10.256,3.35839626195665
"eca_205","S2","DARY",13.45,10.264,3.3595211704276
"eca_206","S2","DARY",13.45,10.248,3.35727047567956
"eca_207","S2","DARY",13.45,10.257,3.35853692349246
"eca_208","S2","DARY",15.03,10.019,3.32466661469429
"eca_209","S2","CTX_X",31.98,16.391,4.03483196952188
"eca_210","S2","DARY",15.03,10.019,3.32466661469429
"eca_211","S2","CTX_X",31.98,16.809,4.07116199328926
"eca_212","S2","DARY",15.7,21.8,4.44625622988956
"eca_213","S2","CTX_X",33.9,42.221,5.3998888440593
"eca_214","S2","FUNC",35.09,46.821,5.54908384265711
"eca_215","S2","DARY",13.45,10.257,3.35853692349246
"eca_216","S2","DARY",15.03,10.019,3.32466661469429
"eca_217","S2","DARY",15.03,10.02,3.32481060342048
"eca_218","S2","DARY",15.03,10.021,3.32495457777726
"eca_219","S2","DARY",15.03,10.02,3.32481060342048
"eca_220","S2","DARY",13.45,10.259,3.35881820542763
"eca_221","S2","DARY",13.45,10.256,3.35839626195665
"eca_222","S2","DARY",13.45,10.257,3.35853692349246
"eca_223","S2","DARY",13.45,10.256,3.35839626195665
"eca_224","S2","DARY",15.03,10.02,3.32481060342048
"eca_225","S2","ITER",41.09,43.434,5.44075291699598
"eca_226","S2","DARY",15.03,10.021,3.32495457777726
"eca_227","S2","CTX_X",31.98,16.446,4.03966482888484
"eca_228","S2","DARY",13.45,10.255,3.35825558670513
"eca_229","S2","DARY",13.45,10.258,3.35867757131523
"eca_230","S2","DARY",13.45,10.258,3.35867757131523
"eca_231","S2","DARY",13.45,10.256,3.35839626195665
"eca_232","S2","DARY",15.03,10.021,3.32495457777726
"eca_233","S2","CTX_X",20.43,43.186,5.43249179144138
"eca_234","S2","DARY",15.03,10.02,3.32481060342048
"eca_235","S2","CTX_X",31.98,16.66,4.05831649559082
"eca_236","S2","DARY",13.45,10.306,3.36541259249094
"eca_237","S2","DARY",13.45,10.27,3.36036427654347
"eca_238","S2","DARY",13.45,10.273,3.36078564490772
"eca_239","S2","DARY",13.45,10.247,3.35712969060593
"eca_240","S2","DARY",15.03,10.019,3.32466661469429
"eca_241","S2","CTX_X",31.98,16.128,4.01149563883783
"eca_242","S2","CTX_X",15.61,17.353,4.11711319348224
"eca_243","S2","CTX_X",17.86,17.511,4.13018956894131
"eca_244","S2","DARY",15.7,23.407,4.54886813559661
"eca_245","S2","CTX_X",19.2,42.04,5.39369076418745
"eca_246","S2","FUNC",35.09,44.573,5.47809816015626
"eca_247","S2","DARY",13.45,10.254,3.35811489773521
"eca_248","S2","DARY",15.03,10.02,3.32481060342048
"eca_249","S2","CTX_X",31.98,16.309,4.02759641959381
"eca_250","S2","CTX_X",15.61,17.315,4.1139504824225
"eca_251","S2","CTX_X",17.86,17.236,4.1073530984483
"eca_252","S2","DARY",13.45,10.254,3.35811489773521
"eca_253","S2","DARY",13.45,10.256,3.35839626195665
"eca_254","S2","DARY",13.45,10.261,3.35909943253201
"eca_255","S2","DARY",13.45,10.261,3.35909943253201
"collatz_k3_c1_b3","S1","STEP",43.59,128.701,7.00787945304147
"collatz_k3_c3_b2","S1","FUNC_L",47.78,27.678,4.79066779312473
"collatz_k5_c5_b2","S1","FUNC_L",47.78,26.312,4.71764900817332
"collatz_k7_c3_b2","S1","FUNC_L",47.78,16.406,4.03615162846155
"collatz_k7_c3_b4","S1","NESTED_LOOP",116.78,306.393,8.25923952691799
"collatz_k7_c5_b2","S1","FUNC_L",47.78,16.092,4.00827173796354
"collatz_k7_c5_b4","S1","NESTED_LOOP",116.78,276.256,8.10986198849144
"collatz_k7_c7_b2","S1","FUNC_L",47.78,16.475,4.04220656012069
"collatz_k7_c7_b4","S1","NESTED_LOOP",116.78,377.788,8.56143306668512
"collatz_k9_c3_b2","S1","FUNC_L",47.78,32.971,5.04312573904345
"A316824_a2","S1","FUNC_L",54.38,47.429,5.56769754563139
"A051023_a2","S1","WIDE_BIT",71.17,107.161,6.74363613900447
"A071047_a3","S1","FUNC_L",52.98,50.884,5.66914018047301
"A072272_a2","S1","DARY",13.45,10.086,3.33428222529524
"A079314_a2","S1","DARY",15.03,10.01,3.32337006906127
"A079315_a2","S1","CTX_X",17.86,16.221,4.01979085714107
"A079316_a2","S1","DARY",13.45,10.088,3.33456827566613
"A079317_a2","S1","DARY",13.45,10.086,3.33428222529524
"A093513_a2","S1","CTX_X",17.86,15.075,3.91408609701272
"A093514_a2","S1","CTX_X",19.2,41.254,5.36646210516427
"A122108_a2","S1","DARY",15.03,10.015,3.32409051603798
"A147562_a2","S1","DARY",15.03,10.016,3.32423456227053
"A151723_a2","S1","DARY",15.03,10.015,3.32409051603798
"A151723_a3","S1","DARY",15.03,10.084,3.33399611819645
"A151725_a2","S1","DARY",15.03,10.017,3.32437859412218
"A151731_a2","S1","DARY",13.45,10.169,3.34610590918853
"A151895_a2","S1","DARY",15.03,10.015,3.32409051603798
"A151896_a2","S1","CTX_X",17.86,16.05,4.00450139223494
"A151922_a2","S1","DARY",13.45,10.707,3.42048240210809
"A160117_a2","S1","DARY",15.03,10.017,3.32437859412218
"A160117_a3","S1","CTX_X",44.26,47.687,5.57552412020172
"A160118_a2","S1","DARY",15.03,10.017,3.32437859412218
"A160119_a2","S1","DARY",15.03,10.017,3.32437859412218
"A160119_a3","S1","CTX_X",24.73,15.372,3.94223297640072
"A160239_a2","S1","DARY",15.03,10.009,3.32322593648301
"A160410_a2","S1","DARY",13.45,10.26,3.35895882583233
"A160410_a3","S1","DARY",15.03,10.131,3.34070468006655
"A160412_a2","S1","CTX_X",15.61,10.013,3.32380238041871
"A160412_a3","S1","DARY",13.45,10.354,3.37211631819884
"A160414_a2","S1","DARY",15.03,10.014,3.32394645542167
"A160414_a3","S1","ITER",30.73,23.362,4.54609188222903
"A160420_a2","S1","DARY",15.03,10.018,3.32452261159581
"A160422_a2","S1","DARY",15.03,10.016,3.32423456227053
"A160428_a2","S1","DARY",13.45,13.186,3.72093508135976
"A160428_a3","S1","DARY",18.19,12.869,3.68582804657398
"A160720_a2","S1","DARY",15.03,10.016,3.32423456227053
"A160722_a2","S1","DARY",15.03,10.016,3.32423456227053
"A160722_a3","S1","CTX_X",15.61,11.661,3.54361960839827
"A160796_a2","S1","CTX_X",15.61,10.018,3.32452261159581
"A160796_a3","S1","CTX_X",22.48,11.844,3.56608449051547
"A161340_a2","S1","DARY",15.03,13.283,3.73150911478991
"A161340_a3","S1","CTX_X",24.73,20.746,4.37476129465031
"A161342_a2","S1","CTX_X",15.61,10.019,3.32466661469429
"A161342_a3","S1","CTX_X",15.61,10.151,3.34354995273888
"A161644_a2","S1","CTX_X",17.86,16.209,4.0187231826865
"A161644_a3","S1","DARY",15.03,10.11,3.33771109212829
"A161645_a2","S1","FUNC",28.73,16.042,4.00378211262842
"A161645_a3","S1","CTX_X",17.86,16.257,4.0229891478451
"A161903_a2","S1","CTX_X",15.61,10.013,3.32380238041871
"A161903_a3","S1","NESTED_LOOP",85.32,105.962,6.72740316927488
"A169648_a2","S1","CTX_X",17.86,17.648,4.1414327909293
"A169707_a2","S1","DARY",13.45,10.106,3.33714017995587
"A169709_a2","S1","DARY",13.45,10.136,3.34141652447872
"A170896_a2","S1","DARY",15.03,10.019,3.32466661469429
"A170905_a2","S1","CTX_X",17.86,21.902,4.45299071166983
"A173456_a2","S1","DARY",15.03,10.27,3.36036427654347
"A173457_a2","S1","CTX_X",17.86,46.403,5.53614617492151
"A173460_a2","S1","DARY",15.03,10.014,3.32394645542167
"A231348_a2","S1","DARY",15.03,18.084,4.17664191765689
"A246325_a2","S1","DARY",13.45,10.144,3.34255474547732
