"id","population","class","train_bits","mdl","train_ratio","total_ratio"
"tot3_1350","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1351","S4","neither",594.360937770434,53.73,0.0903996150917184,0.0678
"tot3_1352","S4","discovered",594.360937770434,42.91,0.0721951886020033,0.0541
"tot3_1353","S4","discovered",594.360937770434,43.26,0.0727840563720033,0.0546
"tot3_1354","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1355","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1356","S4","discovered",594.360937770434,45.15,0.0759639423300035,0.057
"tot3_1357","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1358","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1359","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1360","S4","discovered",594.360937770434,27.3,0.0459316860600021,0.0344
"tot3_1361","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_1362","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1363","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1364","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1365","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1366","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1367","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1368","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1369","S4","discovered",594.360937770434,27.3,0.0459316860600021,0.0344
"tot3_1370","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_1371","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1372","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1373","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1374","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1375","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1376","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1377","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1378","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1379","S4","neither",594.360937770434,44.84,0.0754423737337177,0.0566
"tot3_1380","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_1381","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1382","S4","neither",594.360937770434,48.53,0.0816507225088609,0.0612
"tot3_1383","S4","discovered",594.360937770434,26.06,0.0438454116748591,0.0329
"tot3_1384","S4","neither",594.360937770434,58.1,0.0977520498200045,0.0733
"tot3_1385","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1386","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1387","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1388","S4","neither",594.360937770434,39.09,0.0657681175122887,0.0493
"tot3_1389","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_1390","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1391","S4","neither",594.360937770434,39.09,0.0657681175122887,0.0493
"tot3_1392","S4","neither",594.360937770434,56.26,0.0946562878291472,0.071
"tot3_1393","S4","neither",594.360937770434,59.27,0.0997205506511474,0.0748
"tot3_1394","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1395","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1396","S4","neither",594.360937770434,67.21,0.113079436633434,0.0848
"tot3_1397","S4","discovered",594.360937770434,43.11,0.0725316844705747,0.0544
"tot3_1398","S4","neither",594.360937770434,58.41,0.0982736184162902,0.0737
"tot3_1399","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1400","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1401","S4","discovered",594.360937770434,99.72,0.167776840069722,0.1258
"tot3_1402","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1403","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1404","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1405","S4","discovered",594.360937770434,64.81,0.109041486210576,0.0818
"tot3_1406","S4","neither",594.360937770434,57.51,0.0967593870077187,0.0726
"tot3_1407","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1408","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1409","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1410","S4","neither",594.360937770434,56.72,0.0954302283268615,0.0716
"tot3_1411","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_1412","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1413","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1414","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_1415","S4","neither",594.360937770434,56.17,0.09450486468829,0.0709
"tot3_1416","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1417","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1418","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1419","S4","neither",594.360937770434,57.08,0.0960359208902901,0.072
"tot3_1420","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_1421","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1422","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1423","S4","neither",594.360937770434,55.78,0.0938486977445757,0.0704
"tot3_1424","S4","neither",594.360937770434,59.07,0.099384054782576,0.0745
"tot3_1425","S4","neither",594.360937770434,57.45,0.0966584382471473,0.0725
"tot3_1426","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1427","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1428","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_1429","S4","discovered",594.360937770434,83.73,0.140873995377435,0.1057
"tot3_1430","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1431","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1432","S4","discovered",594.360937770434,44.91,0.0755601472877177,0.0567
"tot3_1433","S4","discovered",594.360937770434,33.9,0.0570360497228597,0.0428
"tot3_1434","S4","discovered",594.360937770434,34.9,0.058718529065717,0.044
"tot3_1435","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1436","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1437","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1438","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1439","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1440","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1441","S4","discovered",594.360937770434,27.3,0.0459316860600021,0.0344
"tot3_1442","S4","discovered",594.360937770434,32.98,0.0554881687274311,0.0416
"tot3_1443","S4","discovered",594.360937770434,82.15,0.138215678015721,0.1037
"tot3_1444","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1445","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1446","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1447","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1448","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1449","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1450","S4","discovered",594.360937770434,41.26,0.0694190976862889,0.0521
"tot3_1451","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_1452","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1453","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1454","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1455","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1456","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1457","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1458","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1459","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1460","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1461","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_1462","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1463","S4","neither",594.360937770434,56.26,0.0946562878291472,0.071
"tot3_1464","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1465","S4","discovered",594.360937770434,33.98,0.0571706480702883,0.0429
"tot3_1466","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1467","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1468","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1469","S4","neither",594.360937770434,52.98,0.0891377555845755,0.0669
"tot3_1470","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_1471","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1472","S4","neither",594.360937770434,64.08,0.107813276290291,0.0809
"tot3_1473","S4","neither",594.360937770434,49.99,0.0841071423494324,0.0631
"tot3_1474","S4","discovered",594.360937770434,33.98,0.0571706480702883,0.0429
"tot3_1475","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1476","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1477","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1478","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1479","S4","discovered",594.360937770434,33.66,0.056632254680574,0.0425
"tot3_1480","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1481","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_1482","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1483","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1484","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1485","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1486","S4","discovered",594.360937770434,64.81,0.109041486210576,0.0818
"tot3_1487","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1488","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1489","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1490","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1491","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1492","S4","neither",594.360937770434,56.23,0.0946058134488615,0.071
"tot3_1493","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1494","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1495","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_1496","S4","discovered",594.360937770434,41.34,0.0695536960337175,0.0522
"tot3_1497","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1498","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1499","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1500","S4","discovered",594.360937770434,37.77,0.0635472447797172,0.0477
"tot3_1501","S4","neither",594.360937770434,116.78,0.196479937658866,0.1474
"tot3_1502","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1503","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1504","S4","neither",594.360937770434,55.6,0.0935458514628614,0.0702
"tot3_1505","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1506","S4","neither",594.360937770434,61.16,0.102900436609148,0.0772
"tot3_1507","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1508","S4","neither",594.360937770434,55.26,0.09297380848629,0.0697
"tot3_1509","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1510","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1511","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1512","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1513","S4","neither",594.360937770434,59.76,0.100544965529147,0.0754
"tot3_1514","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1515","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1516","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1517","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1518","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1519","S4","neither",594.360937770434,49,0.0824414878000038,0.0618
"tot3_1520","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1521","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1522","S4","neither",594.360937770434,47.09,0.0792279522551465,0.0594
"tot3_1523","S4","neither",594.360937770434,65.79,0.110690315966576,0.083
"tot3_1524","S4","neither",594.360937770434,41.53,0.0698733671088603,0.0524
"tot3_1525","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1526","S4","neither",594.360937770434,64.69,0.108839588689434,0.0816
"tot3_1527","S4","neither",594.360937770434,63.88,0.107476780421719,0.0806
"tot3_1528","S4","neither",594.360937770434,58.04,0.097651101059433,0.0732
"tot3_1529","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1530","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1531","S4","neither",594.360937770434,62.69,0.105474630003719,0.0791
"tot3_1532","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1533","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1534","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1535","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1536","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1537","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1538","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1539","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1540","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1541","S4","neither",594.360937770434,51.41,0.0864962630162897,0.0649
"tot3_1542","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_1543","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1544","S4","neither",594.360937770434,57.13,0.096120044857433,0.0721
"tot3_1545","S4","discovered",594.360937770434,27.03,0.0454774166374307,0.0341
"tot3_1546","S4","neither",594.360937770434,55.54,0.09344490270229,0.0701
"tot3_1547","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1548","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1549","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1550","S4","neither",594.360937770434,34.09,0.0573557207980026,0.043
"tot3_1551","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_1552","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1553","S4","neither",594.360937770434,56.56,0.0951610316320044,0.0714
"tot3_1554","S4","neither",594.360937770434,57.59,0.0968939853551473,0.0727
"tot3_1555","S4","discovered",594.360937770434,37.78,0.0635640695731458,0.0477
"tot3_1556","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1557","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1558","S4","neither",594.360937770434,58.31,0.0981053704820045,0.0736
"tot3_1559","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1560","S4","neither",594.360937770434,52.79,0.0888180845094326,0.0666
"tot3_1561","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1562","S4","neither",594.360937770434,47.78,0.080388863001718,0.0603
"tot3_1563","S4","neither",594.360937770434,58.38,0.0982231440360045,0.0737
"tot3_1564","S4","neither",594.360937770434,49.46,0.0832154282977181,0.0624
"tot3_1565","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1566","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1567","S4","discovered",594.360937770434,64.81,0.109041486210576,0.0818
"tot3_1568","S4","neither",594.360937770434,51.08,0.0859410448331468,0.0645
"tot3_1569","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1570","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1571","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1572","S4","neither",594.360937770434,53.23,0.0895583754202898,0.0672
"tot3_1573","S4","neither",594.360937770434,53.77,0.0904669142654327,0.0678
"tot3_1574","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1575","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1576","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_1577","S4","discovered",594.360937770434,24.73,0.041607714148859,0.0312
"tot3_1578","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1579","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1580","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1581","S4","discovered",594.360937770434,31.98,0.0538056893845739,0.0404
"tot3_1582","S4","discovered",594.360937770434,31.98,0.0538056893845739,0.0404
"tot3_1583","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1584","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1585","S4","neither",594.360937770434,56.35,0.0948077109700043,0.0711
"tot3_1586","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1587","S4","neither",594.360937770434,55.75,0.09379822336429,0.0704
"tot3_1588","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1589","S4","neither",594.360937770434,64.18,0.107981524224576,0.081
"tot3_1590","S4","neither",594.360937770434,55.09,0.0926877869980042,0.0695
"tot3_1591","S4","discovered",594.360937770434,38.77,0.0652297241225744,0.0489
"tot3_1592","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1593","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1594","S4","neither",594.360937770434,49.93,0.084006193588861,0.063
"tot3_1595","S4","neither",594.360937770434,53.19,0.0894910762465755,0.0671
"tot3_1596","S4","neither",594.360937770434,57.49,0.0967257374208616,0.0725
"tot3_1597","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1598","S4","neither",594.360937770434,49.46,0.0832154282977181,0.0624
"tot3_1599","S4","neither",594.360937770434,73.3,0.123325735831434,0.0925
"tot3_1600","S4","neither",594.360937770434,62.76,0.105592403557719,0.0792
"tot3_1601","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1602","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1603","S4","neither",594.360937770434,58.15,0.0978361737871473,0.0734
"tot3_1604","S4","neither",594.360937770434,59.35,0.099855148998576,0.0749
"tot3_1605","S4","neither",594.360937770434,58.62,0.0986269390782902,0.074
"tot3_1606","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1607","S4","neither",594.360937770434,58.48,0.0983913919702902,0.0738
"tot3_1608","S4","neither",594.360937770434,59.12,0.0994681787497188,0.0746
"tot3_1609","S4","neither",594.360937770434,64.23,0.108065648191719,0.0811
"tot3_1610","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1611","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1612","S4","neither",594.360937770434,47.09,0.0792279522551465,0.0594
"tot3_1613","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1614","S4","neither",594.360937770434,53.98,0.0908202349274327,0.0681
"tot3_1615","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1616","S4","neither",594.360937770434,64.05,0.107762801910005,0.0808
"tot3_1617","S4","neither",594.360937770434,55.86,0.0939832960920043,0.0705
"tot3_1618","S4","neither",594.360937770434,58.72,0.0987951870125759,0.0741
"tot3_1619","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1620","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1621","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1622","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1623","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_1624","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1625","S4","discovered",594.360937770434,41.26,0.0694190976862889,0.0521
"tot3_1626","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1627","S4","neither",594.360937770434,58.12,0.0977856994068616,0.0733
"tot3_1628","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1629","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1630","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1631","S4","discovered",594.360937770434,34.58,0.0581801356760027,0.0436
"tot3_1632","S4","discovered",594.360937770434,46.78,0.0787063836588607,0.059
"tot3_1633","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1634","S4","neither",594.360937770434,64.08,0.107813276290291,0.0809
"tot3_1635","S4","neither",594.360937770434,56.98,0.0958676729560044,0.0719
"tot3_1636","S4","discovered",594.360937770434,80.56,0.135540535860578,0.1017
"tot3_1637","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1638","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1639","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1640","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1641","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_1642","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1643","S4","discovered",594.360937770434,31.09,0.052308282769431,0.0392
"tot3_1644","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1645","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1646","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1647","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1648","S4","discovered",594.360937770434,64.81,0.109041486210576,0.0818
"tot3_1649","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1650","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1651","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1652","S4","neither",594.360937770434,61.95,0.104229595290005,0.0782
"tot3_1653","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1654","S4","neither",594.360937770434,55.38,0.0931757060074328,0.0699
"tot3_1655","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1656","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1657","S4","discovered",594.360937770434,20.43,0.034373052974573,0.0258
"tot3_1658","S4","neither",594.360937770434,57.73,0.0971295324631473,0.0729
"tot3_1659","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1660","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1661","S4","neither",594.360937770434,57.45,0.0966584382471473,0.0725
"tot3_1662","S4","neither",594.360937770434,56.28,0.0946899374160043,0.071
"tot3_1663","S4","neither",594.360937770434,49.11,0.0826265605277181,0.062
"tot3_1664","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1665","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1666","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1667","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1668","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1669","S4","discovered",594.360937770434,13.45,0.0226293471614296,0.017
"tot3_1670","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1671","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1672","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1673","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1674","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1675","S4","discovered",594.360937770434,44.91,0.0755601472877177,0.0567
"tot3_1676","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1677","S4","discovered",594.360937770434,39.34,0.066188737348003,0.0496
"tot3_1678","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1679","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1680","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1681","S4","discovered",594.360937770434,26.03,0.0437949372945734,0.0329
"tot3_1682","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1683","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1684","S4","discovered",594.360937770434,28.93,0.0486741273888594,0.0365
"tot3_1685","S4","discovered",594.360937770434,26.06,0.0438454116748591,0.0329
"tot3_1686","S4","neither",594.360937770434,63.99,0.107661853149433,0.0807
"tot3_1687","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1688","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1689","S4","discovered",594.360937770434,45.15,0.0759639423300035,0.057
"tot3_1690","S4","discovered",594.360937770434,37.55,0.0631770993242886,0.0474
"tot3_1691","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1692","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1693","S4","discovered",594.360937770434,32.43,0.0545628050888596,0.0409
"tot3_1694","S4","discovered",594.360937770434,28.84,0.0485227042480022,0.0364
"tot3_1695","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1696","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1697","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
"tot3_1698","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1699","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1700","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1701","S4","discovered",594.360937770434,15.03,0.025287664523144,0.019
"tot3_1702","S4","discovered",594.360937770434,15.61,0.0262635025420012,0.0197
"tot3_1703","S4","discovered",594.360937770434,101.72,0.171141798755436,0.1284
"tot3_1704","S4","discovered",594.360937770434,15.7,0.0264149256828583,0.0198
"tot3_1705","S4","discovered",594.360937770434,17.86,0.0300490810634299,0.0225
