"id","stage","class","class_simple","time_s"
"collatz_k3_c1_b2","S1","neither","other",600.102
"collatz_k3_c1_b3","S1","discovered","discovered",128.701
"collatz_k3_c1_b4","S1","neither","other",600.112
"collatz_k3_c3_b2","S1","discovered","discovered",27.678
"collatz_k3_c3_b3","S1","neither","other",601.28
"collatz_k3_c3_b4","S1","neither","other",600.102
"collatz_k3_c5_b2","S1","neither","other",600.152
"collatz_k3_c5_b3","S1","neither","other",600.463
"collatz_k3_c5_b4","S1","neither","other",600.107
"collatz_k3_c7_b2","S1","neither","other",600.097
"collatz_k3_c7_b3","S1","neither","other",600.107
"collatz_k3_c7_b4","S1","neither","other",600.205
"collatz_k5_c1_b2","S1","neither","other",600.092
"collatz_k5_c1_b3","S1","neither","other",600.11
"collatz_k5_c1_b4","S1","neither","other",600.077
"collatz_k5_c3_b2","S1","neither","other",600.174
"collatz_k5_c3_b3","S1","neither","other",600.527
"collatz_k5_c3_b4","S1","neither","other",600.115
"collatz_k5_c5_b2","S1","discovered","discovered",26.312
"collatz_k5_c5_b3","S1","neither","other",600.146
"collatz_k5_c5_b4","S1","neither","other",600.085
"collatz_k5_c7_b2","S1","neither","other",600.093
"collatz_k5_c7_b3","S1","neither","other",600.243
"collatz_k5_c7_b4","S1","neither","other",600.095
"collatz_k7_c1_b2","S1","neither","other",600.061
"collatz_k7_c1_b3","S1","neither","other",600.044
"collatz_k7_c1_b4","S1","neither","other",600.055
"collatz_k7_c3_b2","S1","discovered","discovered",16.406
"collatz_k7_c3_b3","S1","neither","other",600.062
"collatz_k7_c3_b4","S1","discovered","discovered",306.393
"collatz_k7_c5_b2","S1","discovered","discovered",16.092
"collatz_k7_c5_b3","S1","neither","other",600.045
"collatz_k7_c5_b4","S1","discovered","discovered",276.256
"collatz_k7_c7_b2","S1","discovered","discovered",16.475
"collatz_k7_c7_b3","S1","neither","other",600.165
"collatz_k7_c7_b4","S1","discovered","discovered",377.788
"collatz_k9_c1_b2","S1","neither","other",600.12
"collatz_k9_c1_b3","S1","neither","other",600.1
"collatz_k9_c1_b4","S1","neither","other",600.081
"collatz_k9_c3_b2","S1","discovered","discovered",32.971
"collatz_k9_c3_b3","S1","neither","other",600.122
"collatz_k9_c3_b4","S1","neither","other",600.126
"collatz_k9_c5_b2","S1","neither","other",600.085
"collatz_k9_c5_b3","S1","neither","other",600.097
"collatz_k9_c5_b4","S1","neither","other",600.08
"collatz_k9_c7_b2","S1","neither","other",600.103
"collatz_k9_c7_b3","S1","neither","other",600.095
"collatz_k9_c7_b4","S1","neither","other",600.115
"collatz_k11_c1_b2","S1","neither","other",600.095
"collatz_k11_c1_b3","S1","neither","other",600.116
"collatz_k11_c1_b4","S1","neither","other",600.1
"collatz_k11_c3_b2","S1","neither","other",600.052
"collatz_k11_c3_b3","S1","neither","other",600.092
"collatz_k11_c3_b4","S1","neither","other",600.056
"collatz_k11_c5_b2","S1","neither","other",600.074
"collatz_k11_c5_b3","S1","neither","other",600.06
"collatz_k11_c5_b4","S1","neither","other",600.051
"collatz_k11_c7_b2","S1","neither","other",600.062
"collatz_k11_c7_b3","S1","neither","other",600.068
"collatz_k11_c7_b4","S1","neither","other",600.056
"A033819_a2","S1","neither","other",600.056
"A033819_a3","S1","neither","other",600.056
"A056033_a2","S1","neither","other",600.059
"A056033_a3","S1","neither","other",600.063
"A056036_a2","S1","neither","other",169.238
"A056036_a3","S1","neither","other",600.064
"A068407_a2","S1","neither","other",600.058
"A068407_a3","S1","neither","other",600.038
"A068408_a2","S1","neither","other",600.055
"A068408_a3","S1","neither","other",600.053
"A072495_a2","S1","neither","other",600.211
"A072495_a3","S1","neither","other",600.288
"A072496_a2","S1","neither","other",600.056
"A072496_a3","S1","neither","other",600.051
"A076650_a2","S1","neither","other",56.068
"A076650_a3","S1","neither","other",600.412
"A316344_a2","S1","neither","other",600.088
"A316344_a3","S1","neither","other",600.066
"A316345_a2","S1","neither","other",600.055
"A316345_a3","S1","neither","other",600.053
"A316824_a2","S1","discovered","discovered",47.429
"A316824_a3","S1","neither","other",600.061
"A316827_a2","S1","neither","other",600.047
"A316827_a3","S1","neither","other",600.054
"A317189_a2","S1","neither","other",600.056
"A317189_a3","S1","neither","other",600.059
"A317948_a2","S1","neither","other",600.056
"A317948_a3","S1","neither","other",600.038
"A006447_a2","S1","neither","other",600.053
"A006447_a3","S1","neither","other",600.045
"A051023_a2","S1","discovered","discovered",107.161
"A051023_a3","S1","neither","other",600.041
"A070886_a2","S1","neither","other",600.062
"A070886_a3","S1","neither","other",600.035
"A070887_a2","S1","neither","other",600.013
"A070887_a3","S1","neither","other",600.063
"A070909_a2","S1","neither","other",600.037
"A070909_a3","S1","neither","other",600.034
"A070950_a2","S1","neither","other",600.052
"A070950_a3","S1","neither","other",600.048
"A071028_a2","S1","neither","other",600.07
"A071028_a3","S1","neither","other",600.048
"A071029_a2","S1","neither","other",600.048
"A071029_a3","S1","neither","other",600.04
"A071030_a2","S1","neither","other",600.046
"A071030_a3","S1","neither","other",600.067
"A071031_a2","S1","neither","other",600.045
"A071031_a3","S1","neither","other",600.032
"A071032_a2","S1","neither","other",600.043
"A071032_a3","S1","neither","other",600.05
"A071035_a2","S1","neither","other",600.042
"A071035_a3","S1","neither","other",600.029
"A071036_a2","S1","neither","other",600.039
"A071036_a3","S1","neither","other",600.039
"A071037_a2","S1","neither","other",600.051
"A071037_a3","S1","neither","other",600.046
"A071038_a2","S1","neither","other",600.052
"A071038_a3","S1","neither","other",600.04
"A071047_a2","S1","neither","other",605
"A071047_a3","S1","discovered","discovered",50.884
"A072272_a2","S1","discovered","discovered",10.086
"A072272_a3","S1","neither","other",600.036
"A075437_a2","S1","neither","other",600.069
"A075437_a3","S1","neither","other",600.034
"A079314_a2","S1","discovered","discovered",10.01
"A079314_a3","S1","not_compressed_predicted","other",233.207
"A079315_a2","S1","discovered","discovered",16.221
"A079315_a3","S1","neither","other",600.03
"A079316_a2","S1","discovered","discovered",10.088
"A079316_a3","S1","neither","other",600.031
"A079317_a2","S1","discovered","discovered",10.086
"A079317_a3","S1","neither","other",600.037
"A085587_a2","S1","not_compressed_predicted","other",34.733
"A085587_a3","S1","neither","other",600.033
"A093510_a2","S1","neither","other",600.037
"A093510_a3","S1","neither","other",600.043
"A093511_a2","S1","neither","other",600.05
"A093511_a3","S1","neither","other",600.036
"A093512_a2","S1","neither","other",600.053
"A093512_a3","S1","neither","other",600.043
"A093513_a2","S1","discovered","discovered",15.075
"A093513_a3","S1","neither","other",600.042
"A093514_a2","S1","discovered","discovered",41.254
"A093514_a3","S1","neither","other",600.05
"A093516_a2","S1","neither","other",600.051
"A093516_a3","S1","neither","other",600.039
"A093517_a2","S1","neither","other",600.027
"A093517_a3","S1","neither","other",600.042
"A100053_a2","S1","neither","other",600.03
"A100053_a3","S1","neither","other",600.023
"A110267_a2","S1","neither","other",600.058
"A110267_a3","S1","neither","other",600.034
"A118102_a2","S1","neither","other",600.019
"A118102_a3","S1","neither","other",600.04
"A118111_a2","S1","neither","other",600.029
"A118111_a3","S1","neither","other",600.043
"A118174_a2","S1","neither","other",600.019
"A118174_a3","S1","neither","other",600.034
"A122108_a2","S1","discovered","discovered",10.015
"A122108_a3","S1","neither","other",600.034
"A147562_a2","S1","discovered","discovered",10.016
"A147562_a3","S1","not_compressed_predicted","other",111.728
"A151723_a2","S1","discovered","discovered",10.015
"A151723_a3","S1","discovered","discovered",10.084
"A151725_a2","S1","discovered","discovered",10.017
"A151725_a3","S1","neither","other",600.034
"A151731_a2","S1","discovered","discovered",10.169
"A151731_a3","S1","neither","other",600.028
"A151895_a2","S1","discovered","discovered",10.015
"A151895_a3","S1","neither","other",600.033
"A151896_a2","S1","discovered","discovered",16.05
"A151896_a3","S1","neither","other",600.042
"A151922_a2","S1","discovered","discovered",10.707
"A151922_a3","S1","not_compressed_predicted","other",100.979
"A160117_a2","S1","discovered","discovered",10.017
"A160117_a3","S1","discovered","discovered",47.687
"A160118_a2","S1","discovered","discovered",10.017
"A160118_a3","S1","neither","other",600.033
"A160119_a2","S1","discovered","discovered",10.017
"A160119_a3","S1","discovered","discovered",15.372
"A160239_a2","S1","discovered","discovered",10.009
"A160239_a3","S1","neither","other",600.072
"A160410_a2","S1","discovered","discovered",10.26
"A160410_a3","S1","discovered","discovered",10.131
"A160412_a2","S1","discovered","discovered",10.013
"A160412_a3","S1","discovered","discovered",10.354
"A160414_a2","S1","discovered","discovered",10.014
"A160414_a3","S1","discovered","discovered",23.362
"A160420_a2","S1","discovered","discovered",10.018
"A160420_a3","S1","neither","other",600.052
"A160422_a2","S1","discovered","discovered",10.016
"A160422_a3","S1","neither","other",600.03
"A160428_a2","S1","discovered","discovered",13.186
"A160428_a3","S1","discovered","discovered",12.869
"A160720_a2","S1","discovered","discovered",10.016
"A160720_a3","S1","neither","other",600.122
"A160722_a2","S1","discovered","discovered",10.016
"A160722_a3","S1","discovered","discovered",11.661
"A160796_a2","S1","discovered","discovered",10.018
"A160796_a3","S1","discovered","discovered",11.844
"A161340_a2","S1","discovered","discovered",13.283
"A161340_a3","S1","discovered","discovered",20.746
"A161342_a2","S1","discovered","discovered",10.019
"A161342_a3","S1","discovered","discovered",10.151
"A161644_a2","S1","discovered","discovered",16.209
"A161644_a3","S1","discovered","discovered",10.11
"A161645_a2","S1","discovered","discovered",16.042
"A161645_a3","S1","discovered","discovered",16.257
"A161903_a2","S1","discovered","discovered",10.013
"A161903_a3","S1","discovered","discovered",105.962
"A162340_a2","S1","neither","other",600.058
"A162340_a3","S1","neither","other",600.035
"A169648_a2","S1","discovered","discovered",17.648
"A169648_a3","S1","neither","other",600.04
"A169699_a2","S1","not_compressed_predicted","other",19.568
"A169699_a3","S1","neither","other",600.04
"A169707_a2","S1","discovered","discovered",10.106
"A169707_a3","S1","neither","other",601.966
"A169709_a2","S1","discovered","discovered",10.136
"A169709_a3","S1","neither","other",605
"A170896_a2","S1","discovered","discovered",10.019
"A170896_a3","S1","neither","other",600.067
"A170905_a2","S1","discovered","discovered",21.902
"A170905_a3","S1","neither","other",600.061
"A173456_a2","S1","discovered","discovered",10.27
"A173456_a3","S1","neither","other",600.105
"A173457_a2","S1","discovered","discovered",46.403
"A173457_a3","S1","neither","other",600.055
"A173460_a2","S1","discovered","discovered",10.014
"A173460_a3","S1","neither","other",600.055
"A177990_a2","S1","neither","other",600.023
"A177990_a3","S1","neither","other",600.07
"A180001_a2","S1","neither","other",605
"A180001_a3","S1","neither","other",600.1
"A226463_a2","S1","neither","other",601.004
"A226463_a3","S1","neither","other",600.052
"A226464_a2","S1","neither","other",600.109
"A226464_a3","S1","neither","other",600.066
"A231348_a2","S1","discovered","discovered",18.084
"A231348_a3","S1","neither","other",600.066
"A243566_a2","S1","neither","other",600.02
"A243566_a3","S1","neither","other",602.002
"A246316_a2","S1","neither","other",605
"A246316_a3","S1","neither","other",600.064
"A246318_a2","S1","compressed_only","other",10.15
"A246318_a3","S1","neither","other",600.078
"A246325_a2","S1","discovered","discovered",10.144
"A246325_a3","S1","neither","other",600.072
"A246326_a2","S1","neither","other",600.008
"A246326_a3","S1","neither","other",600.061
"A246333_a2","S1","discovered","discovered",10.089
"A246333_a3","S1","neither","other",600.079
"A247640_a2","S1","discovered","discovered",10.013
"A247640_a3","S1","discovered","discovered",10.094
"A247666_a2","S1","discovered","discovered",10.092
"A247666_a3","S1","discovered","discovered",10.109
"A255366_a2","S1","discovered","discovered",10.092
"A255366_a3","S1","neither","other",600.058
"A256250_a2","S1","discovered","discovered",10.084
"A256250_a3","S1","neither","other",600.07
"A256260_a2","S1","discovered","discovered",10.087
"A256260_a3","S1","neither","other",600.075
"A256530_a2","S1","discovered","discovered",10.011
"A256530_a3","S1","discovered","discovered",28.671
"A256534_a2","S1","discovered","discovered",10.178
"A256534_a3","S1","discovered","discovered",10.081
"A262448_a2","S1","neither","other",600.041
"A262448_a3","S1","neither","other",600.073
"A262808_a2","S1","neither","other",600.04
"A262808_a3","S1","neither","other",600.085
"A263428_a2","S1","neither","other",600.031
"A263428_a3","S1","neither","other",600.067
"A264442_a2","S1","neither","other",600.03
"A264442_a3","S1","neither","other",600.068
"A265186_a2","S1","neither","other",600.034
"A265186_a3","S1","neither","other",600.072
"A265225_a2","S1","discovered","discovered",55.405
"A265225_a3","S1","discovered","discovered",42.194
"A265283_a2","S1","discovered","discovered",15.803
"A265283_a3","S1","discovered","discovered",55.379
"A265695_a2","S1","neither","other",600.056
"A265695_a3","S1","neither","other",600.073
"A265718_a2","S1","neither","other",605
"A265718_a3","S1","neither","other",600.058
"A266070_a2","S1","discovered","discovered",49.258
"A266070_a3","S1","discovered","discovered",50.77
"A266178_a2","S1","neither","other",600.04
"A266178_a3","S1","neither","other",600.063
"A266216_a2","S1","neither","other",600.047
"A266216_a3","S1","neither","other",600.071
"A266223_a2","S1","discovered","discovered",40.805
"A266223_a3","S1","discovered","discovered",49.521
"A266243_a2","S1","neither","other",600.013
"A266243_a3","S1","neither","other",600.071
"A266253_a2","S1","neither","other",600.039
"A266253_a3","S1","neither","other",600.053
"A266282_a2","S1","neither","other",600.053
"A266282_a3","S1","neither","other",600.056
"A266300_a2","S1","neither","other",600.037
"A266300_a3","S1","neither","other",600.059
"A266377_a2","S1","neither","other",600.035
"A266377_a3","S1","neither","other",600.063
"A266434_a2","S1","neither","other",600.045
"A266434_a3","S1","neither","other",600.066
"A266441_a2","S1","neither","other",600.043
"A266441_a3","S1","neither","other",600.051
"A266532_a2","S1","discovered","discovered",10.01
"A266532_a3","S1","discovered","discovered",10.078
"A266588_a2","S1","neither","other",600.04
"A266588_a3","S1","neither","other",600.058
"A266608_a2","S1","neither","other",605
"A266608_a3","S1","neither","other",600.063
"A266619_a2","S1","neither","other",600.045
"A266619_a3","S1","neither","other",600.055
"A266659_a2","S1","neither","other",600.061
"A266659_a3","S1","neither","other",600.051
"A266678_a2","S1","discovered","discovered",48.287
"A266678_a3","S1","discovered","discovered",51.344
"A266716_a2","S1","neither","other",600.042
"A266716_a3","S1","neither","other",600.071
"A266786_a2","S1","neither","other",600.057
"A266786_a3","S1","neither","other",600.066
"A266843_a2","S1","neither","other",600.082
"A266843_a3","S1","neither","other",600.051
"A266892_a2","S1","neither","other",600.082
"A266892_a3","S1","neither","other",600.042
"A267015_a2","S1","neither","other",600.075
"A267015_a3","S1","neither","other",600.066
"A267145_a2","S1","neither","other",600.076
"A267145_a3","S1","neither","other",600.049
"A267152_a2","S1","neither","other",600.097
"A267152_a3","S1","neither","other",600.119
"A267190_a2","S1","discovered","discovered",10.076
"A267190_a3","S1","neither","other",600.041
"A267253_a2","S1","neither","other",600.07
"A267253_a3","S1","neither","other",600.058
"A267349_a2","S1","neither","other",600.03
"A267349_a3","S1","neither","other",600.051
"A267417_a2","S1","neither","other",600.294
"A267417_a3","S1","neither","other",600.301
"A267418_a2","S1","neither","other",600.037
"A267418_a3","S1","neither","other",600.091
"A267423_a2","S1","neither","other",600.009
"A267423_a3","S1","neither","other",600.044
"A267463_a2","S1","neither","other",600.096
"A267463_a3","S1","neither","other",600.09
"A267525_a2","S1","neither","other",600.093
"A267525_a3","S1","neither","other",600.078
"A267533_a2","S1","neither","other",600.08
"A267533_a3","S1","neither","other",600.045
"A267576_a2","S1","neither","other",600.014
"A267576_a3","S1","neither","other",600.047
"A267610_a2","S1","discovered","discovered",25.395
"A267610_a3","S1","neither","other",605
"A267700_a2","S1","discovered","discovered",12.394
"A267700_a3","S1","not_compressed_predicted","other",361.927
"A267800_a2","S1","neither","other",600.017
"A267800_a3","S1","neither","other",600.055
"A267810_a2","S1","neither","other",600.023
"A267810_a3","S1","neither","other",600.349
"A267868_a2","S1","neither","other",600.034
"A267868_a3","S1","neither","other",600.045
"A267869_a2","S1","discovered","discovered",44.057
"A267869_a3","S1","discovered","discovered",42.033
"A267870_a2","S1","discovered","discovered",42.258
"A267870_a3","S1","discovered","discovered",40.177
"A269160_a2","S1","discovered","discovered",10.014
"A269160_a3","S1","discovered","discovered",27.17
"A269161_a2","S1","discovered","discovered",17.919
"A269161_a3","S1","discovered","discovered",48.043
"A269163_a2","S1","neither","other",600.087
"A269163_a3","S1","neither","other",600.043
"A269174_a2","S1","discovered","discovered",19.957
"A269174_a3","S1","discovered","discovered",166.779
"A269175_a2","S1","neither","other",600.017
"A269175_a3","S1","neither","other",600.045
"A273299_a2","S1","neither","other",600.013
"A273299_a3","S1","neither","other",600.056
"A277799_a2","S1","discovered","discovered",12.253
"A277799_a3","S1","discovered","discovered",20.484
"A294020_a2","S1","discovered","discovered",11.84
"A294020_a3","S1","neither","other",601.14
"A294021_a2","S1","discovered","discovered",22.595
"A294021_a3","S1","neither","other",600.04
"A299477_a2","S1","discovered","discovered",21.244
"A299477_a3","S1","neither","other",600.042
"A299479_a2","S1","discovered","discovered",11.592
"A299479_a3","S1","neither","other",600.332
"A327980_a2","S1","neither","other",600.042
"A327980_a3","S1","neither","other",600.078
"A327981_a2","S1","neither","other",600.017
"A327981_a3","S1","neither","other",600.162
"A327983_a2","S1","neither","other",600.043
"A327983_a3","S1","neither","other",600.051
"A327984_a2","S1","neither","other",600.034
"A327984_a3","S1","neither","other",600.265
"A334496_a2","S1","neither","other",600.057
"A334496_a3","S1","neither","other",601.23
"A334499_a2","S1","neither","other",33.064
"A334499_a3","S1","neither","other",605
"A334515_a2","S1","neither","other",106.155
"A334515_a3","S1","neither","other",600.091
"A363343_a2","S1","neither","other",600.07
"A363343_a3","S1","neither","other",600.104
"A363344_a2","S1","neither","other",604.037
"A363344_a3","S1","neither","other",600.101
"A363345_a2","S1","neither","other",600.087
"A363345_a3","S1","neither","other",600.099
"A363346_a2","S1","neither","other",600.102
"A363346_a3","S1","neither","other",600.13
"A000001_a2","S1","neither","other",600.078
"A000001_a3","S1","neither","other",600.084
"A000001_a4","S1","neither","other",605
"A000043_a2","S1","discovered","discovered",10.015
"A000043_a3","S1","neither","other",605
"A000043_a4","S1","neither","other",600.054
"A000945_a2","S1","discovered","discovered",10.018
"A000945_a3","S1","neither","other",600.06
"A000945_a4","S1","neither","other",600.06
"A000978_a2","S1","discovered","discovered",11.585
"A000978_a3","S1","neither","other",600.063
"A000978_a4","S1","neither","other",600.071
"A001605_a2","S1","discovered","discovered",14.9
"A001605_a3","S1","neither","other",600.06
"A001605_a4","S1","neither","other",600.068
"A001606_a2","S1","not_compressed_predicted","other",27.9
"A001606_a3","S1","neither","other",600.125
"A001606_a4","S1","neither","other",600.099
"A002106_a2","S1","neither","other",600.093
"A002106_a3","S1","neither","other",600.051
"A002106_a4","S1","neither","other",600.098
"A002253_a2","S1","neither","other",603.911
"A002253_a3","S1","neither","other",600.041
"A002253_a4","S1","neither","other",600.036
"A005265_a2","S1","discovered","discovered",14.794
"A005265_a3","S1","neither","other",600.042
"A005265_a4","S1","neither","other",600.068
"A023055_a2","S1","neither","other",600.051
"A023055_a3","S1","neither","other",600.044
"A023055_a4","S1","neither","other",600.053
"A039951_a2","S1","not_compressed_predicted","other",50.998
"A039951_a3","S1","neither","other",600.058
"A039951_a4","S1","neither","other",600.051
"A051783_a2","S1","neither","other",600.047
"A051783_a3","S1","neither","other",600.032
"A051783_a4","S1","neither","other",600.029
"A068934_a2","S1","neither","other",600.045
"A068934_a3","S1","neither","other",600.067
"A068934_a4","S1","neither","other",600.041
"A103300_a2","S1","discovered","discovered",61.58
"A103300_a3","S1","neither","other",600.039
"A103300_a4","S1","neither","other",600.037
"A119714_a2","S1","neither","other",85.814
"A119714_a3","S1","neither","other",600.034
"A119714_a4","S1","neither","other",600.044
"A127816_a2","S1","neither","other",600.05
"A127816_a3","S1","neither","other",600.035
"A127816_a4","S1","neither","other",600.043
"A127817_a2","S1","neither","other",196.354
"A127817_a3","S1","neither","other",600.039
"A127817_a4","S1","neither","other",600.042
"A127818_a2","S1","neither","other",39.826
"A127818_a3","S1","neither","other",600.04
"A127818_a4","S1","neither","other",600.046
"A128154_a2","S1","neither","other",600.058
"A128154_a3","S1","neither","other",600.037
"A128154_a4","S1","neither","other",605
"A128155_a2","S1","neither","other",605
"A128155_a3","S1","neither","other",605
"A128155_a4","S1","neither","other",605
"A128156_a2","S1","neither","other",605
"A128156_a3","S1","neither","other",600.08
"A128156_a4","S1","neither","other",600.057
"A128157_a2","S1","neither","other",386.782
"A128157_a3","S1","neither","other",600.065
"A128157_a4","S1","neither","other",600.079
"A128159_a2","S1","neither","other",600.05
"A128159_a3","S1","neither","other",600.072
"A128159_a4","S1","neither","other",600.026
"A128160_a2","S1","neither","other",600.277
"A128160_a3","S1","neither","other",600.033
"A128160_a4","S1","neither","other",600.041
"A128166_a2","S1","neither","other",600.047
"A128166_a3","S1","neither","other",600.05
"A128166_a4","S1","neither","other",600.049
"A226529_a2","S1","discovered","discovered",10.016
"A226529_a3","S1","neither","other",600.043
"A226529_a4","S1","neither","other",600.193
"eca_000","S2","discovered","discovered",10.022
"eca_001","S2","discovered","discovered",10.051
"eca_002","S2","discovered","discovered",10.023
"eca_003","S2","discovered","discovered",42.478
"eca_004","S2","discovered","discovered",10.259
"eca_005","S2","discovered","discovered",10.276
"eca_006","S2","discovered","discovered",24.962
"eca_007","S2","discovered","discovered",20.998
"eca_008","S2","discovered","discovered",10.031
"eca_009","S2","discovered","discovered",47.289
"eca_010","S2","discovered","discovered",10.023
"eca_011","S2","discovered","discovered",47.071
"eca_012","S2","discovered","discovered",10.282
"eca_013","S2","discovered","discovered",10.298
"eca_014","S2","discovered","discovered",34.629
"eca_015","S2","discovered","discovered",21.95
"eca_016","S2","discovered","discovered",10.028
"eca_017","S2","discovered","discovered",45.296
"eca_018","S2","discovered","discovered",10.027
"eca_019","S2","discovered","discovered",45.19
"eca_020","S2","discovered","discovered",31.961
"eca_021","S2","discovered","discovered",22.757
"eca_022","S2","discovered","discovered",29.942
"eca_023","S2","discovered","discovered",20.268
"eca_024","S2","discovered","discovered",10.021
"eca_025","S2","neither","other",600.049
"eca_026","S2","discovered","discovered",10.022
"eca_027","S2","discovered","discovered",42.867
"eca_028","S2","discovered","discovered",10.263
"eca_029","S2","discovered","discovered",10.251
"eca_030","S2","discovered","discovered",67.298
"eca_031","S2","discovered","discovered",16.708
"eca_032","S2","discovered","discovered",10.019
"eca_033","S2","discovered","discovered",16.917
"eca_034","S2","discovered","discovered",10.019
"eca_035","S2","discovered","discovered",43.598
"eca_036","S2","discovered","discovered",10.267
"eca_037","S2","discovered","discovered",44.989
"eca_038","S2","discovered","discovered",23.607
"eca_039","S2","discovered","discovered",18.055
"eca_040","S2","discovered","discovered",10.02
"eca_041","S2","discovered","discovered",42.264
"eca_042","S2","discovered","discovered",10.019
"eca_043","S2","discovered","discovered",43.489
"eca_044","S2","discovered","discovered",10.262
"eca_045","S2","neither","other",600.04
"eca_046","S2","discovered","discovered",23.494
"eca_047","S2","discovered","discovered",17.117
"eca_048","S2","discovered","discovered",10.02
"eca_049","S2","discovered","discovered",43.273
"eca_050","S2","discovered","discovered",17.81
"eca_051","S2","discovered","discovered",17.471
"eca_052","S2","discovered","discovered",24.034
"eca_053","S2","discovered","discovered",16.719
"eca_054","S2","discovered","discovered",15.987
"eca_055","S2","discovered","discovered",16.725
"eca_056","S2","discovered","discovered",10.019
"eca_057","S2","discovered","discovered",16.032
"eca_058","S2","discovered","discovered",17.539
"eca_059","S2","discovered","discovered",43.667
"eca_060","S2","discovered","discovered",10.254
"eca_061","S2","discovered","discovered",44.577
"eca_062","S2","discovered","discovered",16.762
"eca_063","S2","discovered","discovered",16.531
"eca_064","S2","discovered","discovered",10.02
"eca_065","S2","discovered","discovered",41.722
"eca_066","S2","discovered","discovered",10.02
"eca_067","S2","neither","other",600.037
"eca_068","S2","discovered","discovered",10.256
"eca_069","S2","discovered","discovered",10.251
"eca_070","S2","discovered","discovered",10.254
"eca_071","S2","discovered","discovered",10.255
"eca_072","S2","discovered","discovered",10.021
"eca_073","S2","discovered","discovered",17.298
"eca_074","S2","discovered","discovered",10.023
"eca_075","S2","neither","other",600.043
"eca_076","S2","discovered","discovered",10.278
"eca_077","S2","discovered","discovered",10.271
"eca_078","S2","discovered","discovered",10.266
"eca_079","S2","discovered","discovered",10.257
"eca_080","S2","discovered","discovered",10.021
"eca_081","S2","discovered","discovered",43.61
"eca_082","S2","discovered","discovered",10.021
"eca_083","S2","discovered","discovered",41.331
"eca_084","S2","discovered","discovered",21.865
"eca_085","S2","discovered","discovered",17.076
"eca_086","S2","discovered","discovered",63.869
"eca_087","S2","discovered","discovered",16.809
"eca_088","S2","discovered","discovered",10.022
"eca_089","S2","neither","other",600.039
"eca_090","S2","discovered","discovered",10.022
"eca_091","S2","discovered","discovered",42.114
"eca_092","S2","discovered","discovered",10.267
"eca_093","S2","discovered","discovered",10.272
"eca_094","S2","discovered","discovered",21.919
"eca_095","S2","discovered","discovered",17.679
"eca_096","S2","discovered","discovered",10.025
"eca_097","S2","discovered","discovered",43.186
"eca_098","S2","discovered","discovered",10.019
"eca_099","S2","discovered","discovered",16.056
"eca_100","S2","discovered","discovered",10.253
"eca_101","S2","neither","other",600.042
"eca_102","S2","discovered","discovered",10.258
"eca_103","S2","discovered","discovered",42.972
"eca_104","S2","discovered","discovered",10.019
"eca_105","S2","discovered","discovered",15.283
"eca_106","S2","discovered","discovered",10.02
"eca_107","S2","discovered","discovered",586.874
"eca_108","S2","discovered","discovered",10.255
"eca_109","S2","discovered","discovered",41.729
"eca_110","S2","discovered","discovered",10.266
"eca_111","S2","discovered","discovered",42.221
"eca_112","S2","discovered","discovered",10.02
"eca_113","S2","discovered","discovered",42.627
"eca_114","S2","discovered","discovered",19.448
"eca_115","S2","discovered","discovered",41.717
"eca_116","S2","discovered","discovered",24.31
"eca_117","S2","discovered","discovered",16.649
"eca_118","S2","discovered","discovered",17.159
"eca_119","S2","discovered","discovered",16.859
"eca_120","S2","discovered","discovered",10.02
"eca_121","S2","discovered","discovered",586.279
"eca_122","S2","discovered","discovered",17.654
"eca_123","S2","discovered","discovered",17.657
"eca_124","S2","discovered","discovered",10.272
"eca_125","S2","discovered","discovered",43.04
"eca_126","S2","discovered","discovered",13.051
"eca_127","S2","discovered","discovered",17.061
"eca_128","S2","discovered","discovered",10.02
"eca_129","S2","discovered","discovered",15.482
"eca_130","S2","discovered","discovered",10.019
"eca_131","S2","discovered","discovered",16.539
"eca_132","S2","discovered","discovered",10.257
"eca_133","S2","discovered","discovered",10.254
"eca_134","S2","discovered","discovered",23.157
"eca_135","S2","neither","other",600.042
"eca_136","S2","discovered","discovered",10.019
"eca_137","S2","neither","other",600.037
"eca_138","S2","discovered","discovered",10.021
"eca_139","S2","discovered","discovered",16.161
"eca_140","S2","discovered","discovered",10.255
"eca_141","S2","discovered","discovered",10.259
"eca_142","S2","discovered","discovered",23.695
"eca_143","S2","discovered","discovered",44.099
"eca_144","S2","discovered","discovered",10.02
"eca_145","S2","discovered","discovered",16.545
"eca_146","S2","discovered","discovered",10.021
"eca_147","S2","discovered","discovered",17.133
"eca_148","S2","discovered","discovered",22.526
"eca_149","S2","neither","other",600.042
"eca_150","S2","discovered","discovered",10.26
"eca_151","S2","discovered","discovered",10.273
"eca_152","S2","discovered","discovered",10.02
"eca_153","S2","discovered","discovered",10.02
"eca_154","S2","discovered","discovered",10.02
"eca_155","S2","discovered","discovered",16.164
"eca_156","S2","discovered","discovered",10.258
"eca_157","S2","discovered","discovered",10.255
"eca_158","S2","discovered","discovered",43.479
"eca_159","S2","discovered","discovered",10.265
"eca_160","S2","discovered","discovered",10.02
"eca_161","S2","discovered","discovered",14.456
"eca_162","S2","discovered","discovered",10.019
"eca_163","S2","discovered","discovered",42.649
"eca_164","S2","discovered","discovered",10.255
"eca_165","S2","discovered","discovered",10.258
