"id","stage","class","class_simple","time_s"
"tot3_0889","S4","discovered","discovered",19.453
"tot3_0890","S4","discovered","discovered",19.257
"tot3_0891","S4","discovered","discovered",10.163
"tot3_0892","S4","discovered","discovered",20.457
"tot3_0893","S4","neither","other",600.118
"tot3_0894","S4","discovered","discovered",44.484
"tot3_0895","S4","discovered","discovered",28.506
"tot3_0896","S4","neither","other",600.098
"tot3_0897","S4","discovered","discovered",28.819
"tot3_0898","S4","neither","other",600.081
"tot3_0899","S4","discovered","discovered",27.842
"tot3_0900","S4","discovered","discovered",10.147
"tot3_0901","S4","discovered","discovered",18.773
"tot3_0902","S4","neither","other",600.091
"tot3_0903","S4","discovered","discovered",21.438
"tot3_0904","S4","discovered","discovered",28.316
"tot3_0905","S4","neither","other",600.069
"tot3_0906","S4","neither","other",600.085
"tot3_0907","S4","neither","other",600.081
"tot3_0908","S4","discovered","discovered",26.385
"tot3_0909","S4","discovered","discovered",10.145
"tot3_0910","S4","neither","other",600.072
"tot3_0911","S4","discovered","discovered",18.922
"tot3_0912","S4","neither","other",600.067
"tot3_0913","S4","discovered","discovered",27.469
"tot3_0914","S4","neither","other",600.11
"tot3_0915","S4","neither","other",600.085
"tot3_0916","S4","neither","other",600.17
"tot3_0917","S4","discovered","discovered",34.425
"tot3_0918","S4","discovered","discovered",10.175
"tot3_0919","S4","discovered","discovered",228.245
"tot3_0920","S4","neither","other",600.091
"tot3_0921","S4","discovered","discovered",10.492
"tot3_0922","S4","discovered","discovered",10.505
"tot3_0923","S4","neither","other",600.096
"tot3_0924","S4","neither","other",600.073
"tot3_0925","S4","neither","other",600.09
"tot3_0926","S4","discovered","discovered",46.268
"tot3_0927","S4","discovered","discovered",10.233
"tot3_0928","S4","discovered","discovered",50.996
"tot3_0929","S4","neither","other",600.081
"tot3_0930","S4","discovered","discovered",10.473
"tot3_0931","S4","discovered","discovered",10.588
"tot3_0932","S4","discovered","discovered",56.393
"tot3_0933","S4","neither","other",600.094
"tot3_0934","S4","neither","other",600.036
"tot3_0935","S4","discovered","discovered",21.442
"tot3_0936","S4","discovered","discovered",10.088
"tot3_0937","S4","neither","other",600.063
"tot3_0938","S4","neither","other",600.056
"tot3_0939","S4","neither","other",600.059
"tot3_0940","S4","discovered","discovered",10.231
"tot3_0941","S4","neither","other",600.068
"tot3_0942","S4","neither","other",600.057
"tot3_0943","S4","neither","other",600.079
"tot3_0944","S4","discovered","discovered",20.867
"tot3_0945","S4","discovered","discovered",10.108
"tot3_0946","S4","neither","other",600.545
"tot3_0947","S4","neither","other",600.052
"tot3_0948","S4","neither","other",600.056
"tot3_0949","S4","discovered","discovered",19.472
"tot3_0950","S4","neither","other",600.085
"tot3_0951","S4","discovered","discovered",18.009
"tot3_0952","S4","neither","other",600.062
"tot3_0953","S4","discovered","discovered",12.914
"tot3_0954","S4","discovered","discovered",10.116
"tot3_0955","S4","neither","other",600.047
"tot3_0956","S4","discovered","discovered",42.11
"tot3_0957","S4","neither","other",600.039
"tot3_0958","S4","discovered","discovered",16.767
"tot3_0959","S4","discovered","discovered",43.96
"tot3_0960","S4","neither","other",600.057
"tot3_0961","S4","discovered","discovered",198.128
"tot3_0962","S4","discovered","discovered",14.572
"tot3_0963","S4","discovered","discovered",10.092
"tot3_0964","S4","neither","other",600.067
"tot3_0965","S4","discovered","discovered",17.596
"tot3_0966","S4","neither","other",600.049
"tot3_0967","S4","discovered","discovered",18.385
"tot3_0968","S4","neither","other",600.057
"tot3_0969","S4","neither","other",600.055
"tot3_0970","S4","discovered","discovered",12.499
"tot3_0971","S4","discovered","discovered",12.347
"tot3_0972","S4","discovered","discovered",10.088
"tot3_0973","S4","discovered","discovered",12.188
"tot3_0974","S4","discovered","discovered",43.324
"tot3_0975","S4","discovered","discovered",21.821
"tot3_0976","S4","discovered","discovered",16.879
"tot3_0977","S4","discovered","discovered",43.631
"tot3_0978","S4","discovered","discovered",12.439
"tot3_0979","S4","discovered","discovered",16.822
"tot3_0980","S4","discovered","discovered",16.5
"tot3_0981","S4","discovered","discovered",10.086
"tot3_0982","S4","discovered","discovered",12.077
"tot3_0983","S4","neither","other",600.055
"tot3_0984","S4","discovered","discovered",13.249
"tot3_0985","S4","discovered","discovered",16.806
"tot3_0986","S4","discovered","discovered",16.655
"tot3_0987","S4","neither","other",600.061
"tot3_0988","S4","discovered","discovered",17.017
"tot3_0989","S4","discovered","discovered",16.956
"tot3_0990","S4","discovered","discovered",10.097
"tot3_0991","S4","neither","other",600.049
"tot3_0992","S4","discovered","discovered",12.864
"tot3_0993","S4","neither","other",600.067
"tot3_0994","S4","discovered","discovered",18.729
"tot3_0995","S4","neither","other",600.062
"tot3_0996","S4","discovered","discovered",273.447
"tot3_0997","S4","neither","other",600.04
"tot3_0998","S4","discovered","discovered",18.35
"tot3_0999","S4","discovered","discovered",10.087
"tot3_1000","S4","discovered","discovered",211.214
"tot3_1001","S4","neither","other",600.058
"tot3_1002","S4","discovered","discovered",10.256
"tot3_1003","S4","discovered","discovered",10.251
"tot3_1004","S4","discovered","discovered",10.221
"tot3_1005","S4","discovered","discovered",18.586
"tot3_1006","S4","discovered","discovered",465.649
"tot3_1007","S4","discovered","discovered",29.861
"tot3_1008","S4","discovered","discovered",10.147
"tot3_1009","S4","discovered","discovered",48.306
"tot3_1010","S4","discovered","discovered",39.99
"tot3_1011","S4","discovered","discovered",10.347
"tot3_1012","S4","discovered","discovered",10.46
"tot3_1013","S4","discovered","discovered",10.817
"tot3_1014","S4","discovered","discovered",50.085
"tot3_1015","S4","discovered","discovered",29.538
"tot3_1016","S4","discovered","discovered",28.72
"tot3_1017","S4","discovered","discovered",10.157
"tot3_1018","S4","neither","other",600.085
"tot3_1019","S4","neither","other",600.058
"tot3_1020","S4","discovered","discovered",10.49
"tot3_1021","S4","discovered","discovered",10.33
"tot3_1022","S4","discovered","discovered",10.254
"tot3_1023","S4","neither","other",600.071
"tot3_1024","S4","discovered","discovered",20.225
"tot3_1025","S4","discovered","discovered",19.592
"tot3_1026","S4","discovered","discovered",10.095
"tot3_1027","S4","neither","other",600.076
"tot3_1028","S4","neither","other",600.064
"tot3_1029","S4","discovered","discovered",18.413
"tot3_1030","S4","discovered","discovered",17.551
"tot3_1031","S4","neither","other",600.04
"tot3_1032","S4","discovered","discovered",12.118
"tot3_1033","S4","neither","other",600.074
"tot3_1034","S4","discovered","discovered",18.04
"tot3_1035","S4","discovered","discovered",10.137
"tot3_1036","S4","neither","other",600.071
"tot3_1037","S4","neither","other",600.067
"tot3_1038","S4","neither","other",600.052
"tot3_1039","S4","discovered","discovered",18.046
"tot3_1040","S4","neither","other",600.057
"tot3_1041","S4","neither","other",600.1
"tot3_1042","S4","neither","other",600.063
"tot3_1043","S4","discovered","discovered",16.138
"tot3_1044","S4","discovered","discovered",10.155
"tot3_1045","S4","discovered","discovered",45.325
"tot3_1046","S4","neither","other",600.046
"tot3_1047","S4","neither","other",600.051
"tot3_1048","S4","discovered","discovered",21.399
"tot3_1049","S4","discovered","discovered",428.947
"tot3_1050","S4","discovered","discovered",14.917
"tot3_1051","S4","discovered","discovered",17.119
"tot3_1052","S4","discovered","discovered",15.275
"tot3_1053","S4","discovered","discovered",10.104
"tot3_1054","S4","discovered","discovered",15.973
"tot3_1055","S4","discovered","discovered",46.243
"tot3_1056","S4","discovered","discovered",24.228
"tot3_1057","S4","discovered","discovered",17.271
"tot3_1058","S4","discovered","discovered",424.717
"tot3_1059","S4","discovered","discovered",19.804
"tot3_1060","S4","neither","other",600.063
"tot3_1061","S4","discovered","discovered",21.971
"tot3_1062","S4","discovered","discovered",10.097
"tot3_1063","S4","discovered","discovered",13.568
"tot3_1064","S4","discovered","discovered",44.291
"tot3_1065","S4","discovered","discovered",13.239
"tot3_1066","S4","discovered","discovered",17.194
"tot3_1067","S4","discovered","discovered",480.802
"tot3_1068","S4","discovered","discovered",496.741
"tot3_1069","S4","neither","other",600.049
"tot3_1070","S4","discovered","discovered",20.444
"tot3_1071","S4","discovered","discovered",10.132
"tot3_1072","S4","neither","other",600.081
"tot3_1073","S4","discovered","discovered",13.48
"tot3_1074","S4","neither","other",600.058
"tot3_1075","S4","discovered","discovered",15.904
"tot3_1076","S4","discovered","discovered",16.116
"tot3_1077","S4","neither","other",600.057
"tot3_1078","S4","neither","other",600.06
"tot3_1079","S4","discovered","discovered",16.206
"tot3_1080","S4","discovered","discovered",10.088
"tot3_1081","S4","discovered","discovered",208.175
"tot3_1082","S4","discovered","discovered",421.789
"tot3_1083","S4","discovered","discovered",10.208
"tot3_1084","S4","discovered","discovered",10.212
"tot3_1085","S4","discovered","discovered",10.204
"tot3_1086","S4","neither","other",600.058
"tot3_1087","S4","discovered","discovered",17.554
"tot3_1088","S4","discovered","discovered",17.287
"tot3_1089","S4","discovered","discovered",10.085
"tot3_1090","S4","discovered","discovered",42.186
"tot3_1091","S4","discovered","discovered",16.091
"tot3_1092","S4","discovered","discovered",10.208
"tot3_1093","S4","discovered","discovered",10.196
"tot3_1094","S4","discovered","discovered",10.212
"tot3_1095","S4","discovered","discovered",17.407
"tot3_1096","S4","discovered","discovered",17.183
"tot3_1097","S4","discovered","discovered",17.438
"tot3_1098","S4","discovered","discovered",10.086
"tot3_1099","S4","discovered","discovered",41.36
"tot3_1100","S4","discovered","discovered",16.333
"tot3_1101","S4","discovered","discovered",10.22
"tot3_1102","S4","discovered","discovered",10.203
"tot3_1103","S4","discovered","discovered",10.211
"tot3_1104","S4","discovered","discovered",17.157
"tot3_1105","S4","discovered","discovered",17.122
"tot3_1106","S4","discovered","discovered",17.102
"tot3_1107","S4","discovered","discovered",10.088
"tot3_1108","S4","neither","other",600.052
"tot3_1109","S4","discovered","discovered",42.893
"tot3_1110","S4","discovered","discovered",42.168
"tot3_1111","S4","discovered","discovered",16.824
"tot3_1112","S4","discovered","discovered",17.041
"tot3_1113","S4","discovered","discovered",43.17
"tot3_1114","S4","discovered","discovered",11.997
"tot3_1115","S4","discovered","discovered",12.098
"tot3_1116","S4","discovered","discovered",10.09
"tot3_1117","S4","discovered","discovered",42.452
"tot3_1118","S4","discovered","discovered",16.554
"tot3_1119","S4","discovered","discovered",16.751
"tot3_1120","S4","discovered","discovered",16.881
"tot3_1121","S4","discovered","discovered",16.682
"tot3_1122","S4","discovered","discovered",11.732
"tot3_1123","S4","discovered","discovered",11.681
"tot3_1124","S4","discovered","discovered",11.969
"tot3_1125","S4","discovered","discovered",10.085
"tot3_1126","S4","discovered","discovered",42.231
"tot3_1127","S4","discovered","discovered",16.104
"tot3_1128","S4","discovered","discovered",16.944
"tot3_1129","S4","discovered","discovered",16.552
"tot3_1130","S4","discovered","discovered",17.037
"tot3_1131","S4","discovered","discovered",12.171
"tot3_1132","S4","discovered","discovered",11.907
"tot3_1133","S4","discovered","discovered",11.952
"tot3_1134","S4","discovered","discovered",10.092
"tot3_1135","S4","discovered","discovered",11.73
"tot3_1136","S4","neither","other",600.059
"tot3_1137","S4","discovered","discovered",22.221
"tot3_1138","S4","discovered","discovered",16.727
"tot3_1139","S4","neither","other",600.059
"tot3_1140","S4","discovered","discovered",16.803
"tot3_1141","S4","neither","other",600.043
"tot3_1142","S4","discovered","discovered",16.932
"tot3_1143","S4","discovered","discovered",10.086
"tot3_1144","S4","discovered","discovered",11.964
"tot3_1145","S4","neither","other",600.092
"tot3_1146","S4","discovered","discovered",12.865
"tot3_1147","S4","discovered","discovered",16.875
"tot3_1148","S4","neither","other",600.059
"tot3_1149","S4","neither","other",600.045
"tot3_1150","S4","neither","other",600.054
"tot3_1151","S4","discovered","discovered",16.535
"tot3_1152","S4","discovered","discovered",10.086
"tot3_1153","S4","neither","other",600.06
"tot3_1154","S4","discovered","discovered",11.755
"tot3_1155","S4","neither","other",600.057
"tot3_1156","S4","discovered","discovered",16.991
"tot3_1157","S4","discovered","discovered",440.937
"tot3_1158","S4","neither","other",600.079
"tot3_1159","S4","neither","other",600.055
"tot3_1160","S4","discovered","discovered",16.091
"tot3_1161","S4","discovered","discovered",10.087
"tot3_1162","S4","discovered","discovered",207.04
"tot3_1163","S4","discovered","discovered",41.779
"tot3_1164","S4","discovered","discovered",10.2
"tot3_1165","S4","discovered","discovered",10.196
"tot3_1166","S4","discovered","discovered",10.2
"tot3_1167","S4","neither","other",600.047
"tot3_1168","S4","discovered","discovered",17.151
"tot3_1169","S4","discovered","discovered",17.962
"tot3_1170","S4","discovered","discovered",10.086
"tot3_1171","S4","discovered","discovered",42.199
"tot3_1172","S4","discovered","discovered",42.485
"tot3_1173","S4","discovered","discovered",10.204
"tot3_1174","S4","discovered","discovered",10.199
"tot3_1175","S4","discovered","discovered",10.211
"tot3_1176","S4","discovered","discovered",17.448
"tot3_1177","S4","discovered","discovered",17.268
"tot3_1178","S4","discovered","discovered",17.995
"tot3_1179","S4","discovered","discovered",10.084
"tot3_1180","S4","discovered","discovered",48.593
"tot3_1181","S4","discovered","discovered",16.202
"tot3_1182","S4","discovered","discovered",10.199
"tot3_1183","S4","discovered","discovered",10.201
"tot3_1184","S4","discovered","discovered",10.198
"tot3_1185","S4","discovered","discovered",17.207
"tot3_1186","S4","discovered","discovered",17.172
"tot3_1187","S4","discovered","discovered",17.159
"tot3_1188","S4","discovered","discovered",10.086
"tot3_1189","S4","discovered","discovered",41.647
"tot3_1190","S4","discovered","discovered",43.487
"tot3_1191","S4","discovered","discovered",42.288
"tot3_1192","S4","discovered","discovered",16.72
"tot3_1193","S4","discovered","discovered",16.568
"tot3_1194","S4","discovered","discovered",16.915
"tot3_1195","S4","discovered","discovered",11.739
